;critic_loss;Steps;Wall_Time
0;96.57744598388672;0;1647955658.4620519
1;17.26012420654297;512000;1647955668.2919147
2;4.027246952056885;1024000;1647955679.9938338
3;0.47927749156951904;1536000;1647955691.490468
4;0.24363714456558228;2048000;1647955703.100913
5;0.2057725340127945;2560000;1647955714.6153564
6;0.21040941774845123;3072000;1647955726.2260208
7;0.17632731795310974;3584000;1647955737.959467
8;0.1829570233821869;4096000;1647955749.6409388
9;0.19028063118457794;4608000;1647955761.4892507
10;0.13989046216011047;5120000;1647955773.2854712
11;0.1680271476507187;5632000;1647955785.11088
12;0.18665698170661926;6144000;1647955796.9182336
13;0.14505641162395477;6656000;1647955808.707119
14;0.13144747912883759;7168000;1647955820.4310174
15;0.1434316635131836;7680000;1647955832.084436
16;0.14118655025959015;8192000;1647955843.9365838
17;0.1494053304195404;8704000;1647955855.6381607
18;0.12923480570316315;9216000;1647955867.4937325
19;0.15736356377601624;9728000;1647955879.5564973
20;0.13237059116363525;10240000;1647955891.5923326
21;0.11407449841499329;10752000;1647955903.4871912
22;0.19351822137832642;11264000;1647955914.9674928
23;0.151167631149292;11776000;1647955926.9427986
24;0.12516295909881592;12288000;1647955938.239949
25;0.1550740748643875;12800000;1647955949.2839987
26;0.12395889312028885;13312000;1647955961.0643528
27;0.14027497172355652;13824000;1647955972.740325
28;0.16705963015556335;14336000;1647955984.5932322
29;0.1387844979763031;14848000;1647955996.1639314
30;0.13315686583518982;15360000;1647956005.9770305
31;0.11239644140005112;15872000;1647956017.5801558
32;0.12809786200523376;16384000;1647956029.5222335
33;0.1225055456161499;16896000;1647956041.5058324
34;0.13506998121738434;17408000;1647956053.5306094
35;0.1388234943151474;17920000;1647956065.7363408
36;0.13409696519374847;18432000;1647956077.725386
37;0.12695010006427765;18944000;1647956089.8172753
38;0.2001456320285797;19456000;1647956101.7803245
39;0.1401118040084839;19968000;1647956113.8550994
40;0.1327875256538391;20480000;1647956126.054084
41;0.12201616913080215;20992000;1647956137.7116728
42;0.14912357926368713;21504000;1647956148.0052478
43;0.128683939576149;22016000;1647956159.1411645
44;0.1360943615436554;22528000;1647956170.2733316
45;0.11680643260478973;23040000;1647956181.4133317
46;0.11529796570539474;23552000;1647956190.975807
47;0.1295865774154663;24064000;1647956202.3526182
48;0.12529563903808594;24576000;1647956213.8407094
49;0.12246663868427277;25088000;1647956225.322246
50;0.12037152051925659;25600000;1647956244.821135
51;0.11370600014925003;26112000;1647956256.1120648
52;0.11767559498548508;26624000;1647956267.129952
53;0.14964550733566284;27136000;1647956278.3746483
54;0.11472252011299133;27648000;1647956289.543101
55;0.12783385813236237;28160000;1647956300.6546226
56;0.15096920728683472;28672000;1647956312.0680537
57;0.12801477313041687;29184000;1647956323.9692721
58;0.12683320045471191;29696000;1647956335.8359303
59;0.13112661242485046;30208000;1647956347.7938328
60;0.12311089038848877;30720000;1647956359.7662873
61;0.17773039638996124;31232000;1647956371.813011
62;0.1345597207546234;31744000;1647956383.7843559
63;0.11643268167972565;32256000;1647956395.6862593
64;0.11494876444339752;32768000;1647956407.7990153
65;0.1250189244747162;33280000;1647956419.9149158
66;0.13766756653785706;33792000;1647956431.9306157
67;0.12444692850112915;34304000;1647956443.7052636
68;0.13175606727600098;34816000;1647956454.1614282
69;0.13419589400291443;35328000;1647956466.0836854
70;0.11812212318181992;35840000;1647956478.0321565
71;0.12444101274013519;36352000;1647956490.1115308
72;0.12068696320056915;36864000;1647956502.0216413
73;0.12791866064071655;37376000;1647956512.3486993
74;0.15577849745750427;37888000;1647956524.3461578
75;0.11986271291971207;38400000;1647956536.4734068
76;0.11238254606723785;38912000;1647956548.5480468
77;0.12415656447410583;39424000;1647956560.4512987
78;0.11109583079814911;39936000;1647956572.290061
79;0.13526368141174316;40448000;1647956584.3573651
80;0.1065959483385086;40960000;1647956596.3497095
81;0.11574910581111908;41472000;1647956608.517529
82;0.11461668461561203;41984000;1647956620.5547788
83;0.12444564700126648;42496000;1647956632.5282977
84;0.11321558058261871;43008000;1647956644.6516597
85;0.12962606549263;43520000;1647956656.7072127
86;0.11762111634016037;44032000;1647956668.5417771
87;0.130198135972023;44544000;1647956680.4180386
88;0.11829783767461777;45056000;1647956692.3838003
89;0.12203415483236313;45568000;1647956703.2287967
90;0.11551915109157562;46080000;1647956713.9015937
91;0.12382948398590088;46592000;1647956725.5911944
92;0.12490250170230865;47104000;1647956737.7238004
93;0.125584214925766;47616000;1647956749.9291136
94;0.10754592716693878;48128000;1647956762.0171847
95;0.13428528606891632;48640000;1647956774.122045
96;0.1036939024925232;49152000;1647956785.9876218
97;0.10354779660701752;49664000;1647956797.745386
98;0.13218997418880463;50176000;1647956809.440664
99;0.1262521594762802;50688000;1647956820.8518322
100;0.12063387781381607;51200000;1647956838.5055966
