;Epsilon;Steps;Wall_Time
0;0.25;1;1650882796.5069914
1;0.25;1;1650882797.4473093
2;0.25;1;1650882798.3532994
3;0.25;1;1650882799.265004
4;0.25;1;1650882800.1902761
5;0.25;1;1650882801.1164699
6;0.25;1;1650882802.0435064
7;0.25;1;1650882802.9781106
8;0.25;1;1650882803.9103673
9;0.25;1;1650882804.8141844
10;0.25;1;1650882805.7165337
11;0.25;1;1650882806.6273868
12;0.25;1;1650882807.529982
13;0.25;1;1650882808.434147
14;0.25;1;1650882809.3379474
15;0.25;1;1650882810.2554111
16;0.25;1;1650882811.1660547
17;0.25;1;1650882812.0806851
18;0.25;1;1650882812.9987247
19;0.25;1;1650882813.9154608
20;0.25;1;1650882814.8228748
21;0.25;1;1650882815.7232432
22;0.25;1;1650882816.6271877
23;0.25;1;1650882817.5382051
24;0.25;1;1650882818.4427938
25;0.25;1;1650882819.365707
26;0.25;1;1650882820.26921
27;0.25;1;1650882821.194744
28;0.25;1;1650882822.124971
29;0.25;1;1650882823.0599482
30;0.25;1;1650882823.9848506
31;0.25;1;1650882824.9029958
32;0.25;1;1650882825.8220015
33;0.25;1;1650882826.7430649
34;0.25;1;1650882827.6646683
35;0.25;1;1650882828.567349
36;0.25;1;1650882829.4681425
37;0.25;1;1650882830.3919673
38;0.25;1;1650882831.3060906
39;0.25;1;1650882832.2341232
40;0.25;1;1650882833.1524634
41;0.25;1;1650882834.075513
42;0.25;1;1650882835.0097566
43;0.25;1;1650882835.9152026
44;0.25;1;1650882836.8187082
45;0.25;1;1650882837.7208407
46;0.25;1;1650882838.6301463
47;0.25;1;1650882839.5366945
48;0.25;1;1650882840.4431212
49;0.25;1;1650882841.3503175
50;0.25;1;1650882842.261712
51;0.25;1;1650882843.1683922
52;0.25;1;1650882844.0861213
53;0.25;1;1650882844.9987986
54;0.25;1;1650882845.9104416
55;0.25;1;1650882846.8244176
56;0.25;1;1650882847.7278109
57;0.25;1;1650882848.6380146
58;0.25;1;1650882849.5496614
59;0.25;1;1650882850.465817
60;0.25;1;1650882851.3891551
61;0.25;1;1650882852.3769176
62;0.25;1;1650882853.285939
63;0.25;1;1650882854.192957
64;0.25;1;1650882855.0950775
65;0.25;1;1650882855.9995408
66;0.25;1;1650882856.9004333
67;0.25;1;1650882857.8207965
68;0.25;1;1650882858.7505445
69;0.25;1;1650882859.670722
70;0.25;1;1650882860.6040628
71;0.25;1;1650882861.527605
