;avg_time;Steps;Wall_Time
0;0.01252510491758585;5;1692809749.8355162
1;0.012240415439009666;10;1692809762.0800407
2;0.023456363007426262;20;1692809785.5402033
3;0.03479048237204552;30;1692809820.3354456
4;0.04561085253953934;40;1692809865.9511387
5;0.05679149553179741;50;1692809922.747243
6;0.11195577681064606;100;1692810034.707613
