;avg_time;Steps;Wall_Time
0;0.007480854634195566;5;1692959788.8263228
1;0.0045941974967718124;10;1692959793.4231033
2;0.008789706975221634;20;1692959802.2152698
3;0.012958227656781673;30;1692959815.1761966
4;0.01711355149745941;40;1692959832.2930048
5;0.021281106397509575;50;1692959853.5773365
6;0.04215351864695549;100;1692959895.7341425
