;avg_time;Steps;Wall_Time
0;0.007382873445749283;5;1692961575.8498778
1;0.004500187002122402;10;1692961580.3520472
2;0.008600388653576374;20;1692961588.955498
3;0.012664450332522392;30;1692961601.6235979
4;0.016761414706707;40;1692961618.388634
5;0.02086358703672886;50;1692961639.255914
6;0.04133149981498718;100;1692961680.5912
