;avg_time;Steps;Wall_Time
0;0.007620408199727535;5;1692961568.0598772
1;0.004704657010734081;10;1692961572.7671702
2;0.008950035087764263;20;1692961581.7195916
3;0.013182221911847591;30;1692961594.90463
4;0.017422378063201904;40;1692961612.3303473
5;0.021651482209563255;50;1692961633.9852517
6;0.04288782179355621;100;1692961676.8764176
