;avg_time;Steps;Wall_Time
0;0.0075381421484053135;5;1692960082.2377949
1;0.00469534145668149;10;1692960086.9356115
2;0.009033524431288242;20;1692960095.9721704
3;0.01329829078167677;30;1692960109.274059
4;0.01755635254085064;40;1692960126.834025
5;0.021893084049224854;50;1692960148.7310562
6;0.043119288980960846;100;1692960191.8543513
