;avg_time;Steps;Wall_Time
0;0.0073974234983325005;5;1692959982.2964442
1;0.004507498815655708;10;1692959986.80584
2;0.008632734417915344;20;1692959995.4412441
3;0.012669825926423073;30;1692960008.1145885
4;0.01676134020090103;40;1692960024.8794968
5;0.020818790420889854;50;1692960045.7018673
6;0.04123646020889282;100;1692960086.941903
