;avg_time;Steps;Wall_Time
0;0.007530282251536846;5;1692961742.1343303
1;0.004673180170357227;10;1692961746.8098493
2;0.009031876921653748;20;1692961755.844578
3;0.01315102819353342;30;1692961768.9994106
4;0.01738128624856472;40;1692961786.3842938
5;0.021596938371658325;50;1692961807.9849925
6;0.04281146824359894;100;1692961850.8002727
