;avg_time;Steps;Wall_Time
0;0.006490310654044151;5;1692960150.061433
1;0.00470434594899416;10;1692960154.7711163
2;0.008902736008167267;20;1692960163.677239
3;0.013329451903700829;30;1692960177.0097933
4;0.01741478592157364;40;1692960194.428298
5;0.021768203005194664;50;1692960216.2001648
6;0.043071210384368896;100;1692960259.2747853
