;avg_time;Steps;Wall_Time
0;0.013792566023766994;5;1692863989.6930273
1;0.015895865857601166;10;1692864005.5914056
2;0.029443297535181046;20;1692864035.0378015
3;0.04417290538549423;30;1692864079.2143667
4;0.0568307489156723;40;1692864136.0487337
5;0.07168234884738922;50;1692864207.7347314
6;0.13116274774074554;100;1692864338.9010267
