;avg_time;Steps;Wall_Time
0;0.0063850958831608295;5;1692811622.6978102
1;0.004587377887219191;10;1692811627.287173
2;0.0088196387514472;20;1692811636.109728
3;0.013032619841396809;30;1692811649.1459596
4;0.017202915623784065;40;1692811666.3525584
5;0.02138397842645645;50;1692811687.7401931
6;0.042344484478235245;100;1692811730.088395
