;avg_time;Steps;Wall_Time
0;0.01233404316008091;5;1692892238.536828
1;0.012385758571326733;10;1692892250.9265914
2;0.024681473150849342;20;1692892275.6119905
3;0.03638977184891701;30;1692892312.005749
4;0.048115309327840805;40;1692892360.1249728
5;0.05894455686211586;50;1692892419.0736387
6;0.11183610558509827;100;1692892530.9134684
