;nll;Steps;Wall_Time
0;7.960211277008057;0;1649625586.2764184
1;8.848849296569824;2560;1649625586.3238301
2;8.38870620727539;5120;1649625586.373333
3;8.836616516113281;7680;1649625586.4266021
4;8.400710105895996;10240;1649625586.4780524
5;8.841179847717285;12800;1649625586.5284586
6;8.740378379821777;15360;1649625586.57561
7;8.204893112182617;17920;1649625586.6249676
8;8.104024887084961;20480;1649625586.675305
9;7.78476095199585;23040;1649625586.728595
10;7.515241622924805;25600;1649625586.7817235
11;7.484974384307861;28160;1649625586.8303533
12;7.051064491271973;30720;1649625586.8719296
13;6.846426486968994;33280;1649625586.9163957
14;6.59808349609375;35840;1649625586.9691987
15;6.666133403778076;38400;1649625587.021842
16;6.342522621154785;40960;1649625587.0735092
17;6.272364616394043;43520;1649625587.126564
18;6.142496109008789;46080;1649625587.1699152
19;5.7309064865112305;48640;1649625587.2211912
20;5.812605857849121;51200;1649625587.2723594
21;5.694293975830078;53760;1649625587.3241565
22;5.117416858673096;56320;1649625587.3724368
23;5.05317497253418;58880;1649625587.4374986
24;5.3315229415893555;61440;1649625587.4902542
25;4.528914451599121;64000;1649625587.5383823
26;4.522392272949219;66560;1649625587.5887997
27;4.695647716522217;69120;1649625587.6317334
28;4.377835273742676;71680;1649625587.6859171
29;4.620438575744629;74240;1649625587.748612
30;4.554657459259033;76800;1649625587.7939057
31;3.9043807983398438;79360;1649625587.8502264
32;3.8207650184631348;81920;1649625587.897616
33;3.9039106369018555;84480;1649625587.9502873
34;4.123035907745361;87040;1649625588.0079162
35;3.5693540573120117;89600;1649625588.0602798
36;4.410774230957031;92160;1649625588.1084986
37;3.914034843444824;94720;1649625588.1609697
38;3.839191436767578;97280;1649625588.2122662
39;3.9093711376190186;99840;1649625588.2636523
40;4.103653907775879;102400;1649625588.3158224
41;4.109248638153076;104960;1649625588.365487
42;4.0072832107543945;107520;1649625588.4158943
43;3.849363327026367;110080;1649625588.4656875
44;4.240509986877441;112640;1649625588.5072258
45;3.699754238128662;115200;1649625588.5633845
46;3.4855856895446777;117760;1649625588.6166792
47;3.81500244140625;120320;1649625588.6699436
48;3.817837953567505;122880;1649625588.724784
49;3.8738131523132324;125440;1649625588.7783751
50;3.582932472229004;128000;1649625588.826709
51;4.058019638061523;130560;1649625588.877525
52;3.8033697605133057;133120;1649625588.9281538
53;4.360245704650879;135680;1649625588.9771342
54;4.067211151123047;138240;1649625589.0294242
55;4.213496208190918;140800;1649625589.0806212
56;4.038408279418945;143360;1649625589.1304898
57;3.8893496990203857;145920;1649625589.176943
58;3.719766139984131;148480;1649625589.2313948
59;3.970182180404663;151040;1649625589.2807412
60;3.726428985595703;153600;1649625589.3335345
61;3.648484706878662;156160;1649625589.390312
62;3.7778284549713135;158720;1649625589.4546347
63;3.7570607662200928;161280;1649625589.5144699
64;3.3584837913513184;163840;1649625589.5679626
65;3.549729824066162;166400;1649625589.6227043
66;3.363649606704712;168960;1649625589.673816
67;3.8409976959228516;171520;1649625589.727597
68;3.5705156326293945;174080;1649625589.7813811
69;3.858588695526123;176640;1649625589.8367453
70;3.396312713623047;179200;1649625589.8860002
71;3.5386743545532227;181760;1649625589.9386053
72;3.266955614089966;184320;1649625589.9924295
73;3.272289752960205;186880;1649625590.0596788
74;3.42289400100708;189440;1649625590.1119533
75;3.427419424057007;192000;1649625590.156598
76;3.6469554901123047;194560;1649625590.2047606
77;3.6211204528808594;197120;1649625590.259903
78;3.6581015586853027;199680;1649625590.310646
79;3.8683505058288574;202240;1649625590.3520913
80;3.765285015106201;204800;1649625590.4002252
81;3.2492170333862305;207360;1649625590.4446402
82;3.265441417694092;209920;1649625590.4938557
83;3.5316779613494873;212480;1649625590.5485325
84;3.2523722648620605;215040;1649625590.6013172
85;3.5441300868988037;217600;1649625590.6510425
86;3.6801650524139404;220160;1649625590.7042744
87;3.571599006652832;222720;1649625590.7504525
88;3.8164384365081787;225280;1649625590.803369
89;3.8879406452178955;227840;1649625590.8533518
90;3.7992143630981445;230400;1649625590.8988073
91;3.965268611907959;232960;1649625590.9548898
92;3.7319443225860596;235520;1649625590.9996386
93;3.7126426696777344;238080;1649625591.049625
94;3.9227161407470703;240640;1649625591.100915
95;4.175037384033203;243200;1649625591.1526065
96;3.8898046016693115;245760;1649625591.2092683
97;3.8626551628112793;248320;1649625591.2578206
98;3.860106945037842;250880;1649625591.302735
99;4.001729965209961;253440;1649625591.3540387
100;4.117634296417236;256000;1649625593.4025724
101;3.9204461574554443;258560;1649625593.4627836
102;3.87345027923584;261120;1649625593.5156882
103;3.579897165298462;263680;1649625593.569962
104;3.641343593597412;266240;1649625593.6263263
105;3.6819260120391846;268800;1649625593.6810856
106;3.8829493522644043;271360;1649625593.73685
107;3.5662941932678223;273920;1649625593.7864416
108;3.9269909858703613;276480;1649625593.8406467
109;3.7291016578674316;279040;1649625593.8968399
110;4.10421085357666;281600;1649625593.9440389
111;4.228900909423828;284160;1649625593.9970956
112;3.635169744491577;286720;1649625594.0431485
113;3.7651495933532715;289280;1649625594.097623
114;3.927751064300537;291840;1649625594.1523156
115;3.983436107635498;294400;1649625594.2066905
116;3.8028080463409424;296960;1649625594.2605908
117;4.057127952575684;299520;1649625594.3212743
118;3.996885061264038;302080;1649625594.3623073
119;3.6806983947753906;304640;1649625594.4126575
120;3.8540854454040527;307200;1649625594.4649513
121;3.3777146339416504;309760;1649625594.5190022
122;3.6363067626953125;312320;1649625594.5675712
123;3.7506160736083984;314880;1649625594.6186385
124;3.9502172470092773;317440;1649625594.6697419
125;3.736602783203125;320000;1649625594.7213037
126;4.142921447753906;322560;1649625594.7738893
127;3.7089920043945312;325120;1649625594.8227906
128;4.032238960266113;327680;1649625594.8660924
129;3.9541287422180176;330240;1649625594.916644
130;4.129425525665283;332800;1649625594.9745865
131;4.108820915222168;335360;1649625595.0167413
132;3.730045795440674;337920;1649625595.0672054
133;3.561462879180908;340480;1649625595.1216624
134;4.100400924682617;343040;1649625595.17694
135;3.82401442527771;345600;1649625595.2244773
136;4.213078498840332;348160;1649625595.2787795
137;4.101964950561523;350720;1649625595.33332
138;4.243191719055176;353280;1649625595.3847804
139;4.078690528869629;355840;1649625595.4403222
140;3.8703908920288086;358400;1649625595.4940844
141;4.511364459991455;360960;1649625595.5465784
142;4.287952423095703;363520;1649625595.600394
143;4.325251579284668;366080;1649625595.6593263
144;4.41586446762085;368640;1649625595.7189417
145;4.119514465332031;371200;1649625595.7726984
146;4.337447166442871;373760;1649625595.8315568
147;3.936821460723877;376320;1649625595.8830597
148;3.919429302215576;378880;1649625595.9293108
149;4.313596248626709;381440;1649625595.9812074
150;3.5322225093841553;384000;1649625596.0319855
151;4.306740760803223;386560;1649625596.096313
152;4.046545028686523;389120;1649625596.149022
153;4.158330917358398;391680;1649625596.2001917
154;4.098786354064941;394240;1649625596.2498384
155;4.287135124206543;396800;1649625596.2987256
156;4.227800369262695;399360;1649625596.350921
157;3.990687847137451;401920;1649625596.397036
158;4.459053993225098;404480;1649625596.4573169
159;4.389902591705322;407040;1649625596.5066466
160;4.311990261077881;409600;1649625596.562887
161;4.333845615386963;412160;1649625596.6231594
162;4.442853927612305;414720;1649625596.6773236
163;4.055615425109863;417280;1649625596.7329564
164;4.192442893981934;419840;1649625596.7881937
165;4.250907897949219;422400;1649625596.839883
166;4.136134624481201;424960;1649625596.8860831
167;4.0429277420043945;427520;1649625596.9398513
168;4.3340959548950195;430080;1649625596.9950657
169;4.522700309753418;432640;1649625597.0506656
170;4.092777252197266;435200;1649625597.1007504
171;4.354065895080566;437760;1649625597.1450665
172;4.786725997924805;440320;1649625597.1959465
173;4.702815055847168;442880;1649625597.2520967
174;4.565631866455078;445440;1649625597.3003123
175;4.69697380065918;448000;1649625597.3498333
176;4.443298816680908;450560;1649625597.404333
177;4.282090187072754;453120;1649625597.4500344
178;4.063232421875;455680;1649625597.503349
179;4.668063163757324;458240;1649625597.5529757
180;4.5102434158325195;460800;1649625597.60788
181;4.420511245727539;463360;1649625597.6628137
182;4.392807960510254;465920;1649625597.717833
