;test/reward;Steps;Wall_Time
0;-10.470128059387207;0;1649036748.3397238
1;-8.08865737915039;256000;1649036872.1859353
2;-5.565572738647461;512000;1649036995.4832878
3;-4.709517002105713;768000;1649037118.802851
4;-4.391894817352295;1024000;1649037241.95536
5;-4.308637619018555;1280000;1649037365.0420284
6;-4.210904121398926;1536000;1649037488.2781367
7;-4.177756309509277;1792000;1649037611.4782145
8;-4.160119533538818;2048000;1649037734.7266765
9;-4.138108730316162;2304000;1649037858.287022
10;-4.118000030517578;2560000;1649037981.3960745
11;-4.122958183288574;2816000;1649038104.4156797
12;-4.127029895782471;3072000;1649038227.3433437
13;-4.119555950164795;3328000;1649038350.2435153
14;-4.130247116088867;3584000;1649038473.0524497
15;-4.0842604637146;3840000;1649038596.37472
16;-4.079507827758789;4096000;1649038719.931801
17;-4.094870090484619;4352000;1649038843.346435
18;-4.0781168937683105;4608000;1649038966.6583073
19;-4.082131385803223;4864000;1649039089.5468295
20;-4.090580463409424;5120000;1649039212.9449463
21;-4.1056060791015625;5376000;1649039336.3959196
22;-4.08064079284668;5632000;1649039459.5816526
23;-4.063726425170898;5888000;1649039582.576893
24;-4.051891803741455;6144000;1649039705.1801348
25;-4.062069892883301;6400000;1649039827.362702
26;-4.085980415344238;6656000;1649039949.6976357
27;-4.047963619232178;6912000;1649040071.6258938
28;-4.0548176765441895;7168000;1649040193.76138
29;-4.049558162689209;7424000;1649040315.97455
30;-4.043013572692871;7680000;1649040438.2615047
31;-4.074578285217285;7936000;1649040560.642808
32;-4.064034938812256;8192000;1649040682.9775848
33;-4.041906833648682;8448000;1649040805.3850777
34;-4.050776958465576;8704000;1649040927.748858
35;-4.040416717529297;8960000;1649041050.2625895
36;-4.047557353973389;9216000;1649041172.5099707
37;-4.049734115600586;9472000;1649041294.5981107
38;-4.045165061950684;9728000;1649041416.6998823
39;-4.046314716339111;9984000;1649041538.6887784
40;-4.057740211486816;10240000;1649041660.9126666
41;-4.03817081451416;10496000;1649041783.0590763
42;-4.050110816955566;10752000;1649041905.337157
43;-4.035212993621826;11008000;1649042027.3561656
44;-4.048063278198242;11264000;1649042149.4598985
45;-4.035039901733398;11520000;1649042271.9883065
46;-4.060473442077637;11776000;1649042394.6815288
47;-4.058930397033691;12032000;1649042517.2018688
48;-4.026386260986328;12288000;1649042639.4284592
49;-4.043387413024902;12544000;1649042761.897171
50;-4.0414299964904785;12800000;1649042884.4280093
