;test/reward;Steps;Wall_Time
0;-10.274309158325195;0;1651251080.2839446
1;-10.625059127807617;51200;1651251103.2428386
2;-9.975016593933105;102400;1651251125.3342645
3;-10.028974533081055;153600;1651251146.7894354
4;-9.716144561767578;204800;1651251168.568731
5;-9.012374877929688;256000;1651251189.9948952
6;-8.619250297546387;307200;1651251211.462443
7;-8.090063095092773;358400;1651251232.5227318
8;-7.514094829559326;409600;1651251253.6549842
9;-7.174188137054443;460800;1651251275.1536949
10;-6.933481693267822;512000;1651251296.2895937
11;-6.657040596008301;563200;1651251317.9556065
12;-6.533360958099365;614400;1651251339.405225
13;-6.164175033569336;665600;1651251361.3550365
14;-6.107553482055664;716800;1651251382.6717458
15;-5.9779558181762695;768000;1651251404.079652
16;-5.9754815101623535;819200;1651251425.3013992
17;-5.603333473205566;870400;1651251446.3707936
18;-5.474462509155273;921600;1651251468.1000555
19;-5.627315521240234;972800;1651251489.7002282
20;-5.656870365142822;1024000;1651251511.7154155
21;-5.533257007598877;1075200;1651251532.7843919
22;-5.443357467651367;1126400;1651251554.0174065
23;-5.287133693695068;1177600;1651251574.8717077
24;-5.424713611602783;1228800;1651251595.74652
25;-5.320268154144287;1280000;1651251616.9135966
26;-5.311127662658691;1331200;1651251638.1750348
27;-5.311884880065918;1382400;1651251659.331749
28;-5.436272621154785;1433600;1651251680.621953
29;-5.693585395812988;1484800;1651251702.1939642
30;-5.423557281494141;1536000;1651251723.8019783
31;-5.3500895500183105;1587200;1651251744.9763992
32;-5.6763081550598145;1638400;1651251766.9936786
33;-5.589686870574951;1689600;1651251788.5973463
34;-5.510061740875244;1740800;1651251810.0466406
35;-5.51448392868042;1792000;1651251831.4198806
36;-5.426702499389648;1843200;1651251853.959643
37;-5.555197238922119;1894400;1651251876.1392236
38;-5.6382269859313965;1945600;1651251898.2535465
