;test/reward;Steps;Wall_Time
0;-11.019753456115723;0;1651050567.1575613
1;-6.419872760772705;256000;1651050666.8275025
2;-6.567342281341553;512000;1651050766.435561
3;-5.956206798553467;768000;1651050865.7293248
4;-6.18831729888916;1024000;1651050964.3884628
5;-6.026069641113281;1280000;1651051062.7076347
6;-5.500919342041016;1536000;1651051161.432591
7;-5.798861980438232;1792000;1651051260.2743654
8;-5.394171237945557;2048000;1651051359.32548
9;-6.562049388885498;2304000;1651051458.2990825
10;-5.5521087646484375;2560000;1651051557.1542373
11;-5.8408989906311035;2816000;1651051656.2256348
12;-5.154973983764648;3072000;1651051755.2645903
13;-5.502025604248047;3328000;1651051854.0768552
14;-5.591932773590088;3584000;1651051953.147511
15;-5.108386516571045;3840000;1651052051.9353528
16;-5.197484016418457;4096000;1651052151.0744307
17;-5.7358551025390625;4352000;1651052249.9767687
18;-5.654063701629639;4608000;1651052348.9075453
19;-5.024183750152588;4864000;1651052447.891092
20;-5.554964065551758;5120000;1651052547.0861757
21;-5.064191818237305;5376000;1651052645.8509135
22;-5.002569675445557;5632000;1651052744.9087641
23;-5.016298294067383;5888000;1651052843.929035
24;-5.011816024780273;6144000;1651052942.8103018
25;-5.051693439483643;6400000;1651053042.1797378
26;-5.672072887420654;6656000;1651053140.9343498
27;-5.607364177703857;6912000;1651053239.063206
28;-5.434375762939453;7168000;1651053337.2959735
29;-5.419875144958496;7424000;1651053435.3792055
30;-5.368200302124023;7680000;1651053533.6823382
31;-5.4229021072387695;7936000;1651053632.5357127
32;-5.357326507568359;8192000;1651053731.1065736
33;-5.290410995483398;8448000;1651053829.1704423
34;-5.043211460113525;8704000;1651053927.935613
35;-8.682353019714355;8960000;1651054027.1280456
36;-8.342367172241211;9216000;1651054126.4392438
37;-8.898715019226074;9472000;1651054225.5847964
38;-8.41617202758789;9728000;1651054324.4645069
39;-8.377867698669434;9984000;1651054422.875287
40;-8.038512229919434;10240000;1651054520.9865324
41;-8.379165649414062;10496000;1651054619.3167148
42;-8.20156478881836;10752000;1651054717.860511
43;-8.282323837280273;11008000;1651054816.4994504
44;-8.23637866973877;11264000;1651054914.7414095
45;-8.163262367248535;11520000;1651055013.4657207
46;-8.452220916748047;11776000;1651055112.592236
47;-8.124221801757812;12032000;1651055211.7207477
48;-7.948267459869385;12288000;1651055310.9881575
49;-8.012978553771973;12544000;1651055410.1638336
50;-8.218647956848145;12800000;1651055509.425289
