;test/reward;Steps;Wall_Time
0;-10.443571090698242;0;1649560643.3965704
1;-8.56631088256836;256000;1649560732.239899
2;-6.1817498207092285;512000;1649560821.0313773
3;-5.411972522735596;768000;1649560909.563815
4;-5.1855621337890625;1024000;1649560998.1702795
5;-5.080105304718018;1280000;1649561086.4366548
6;-5.390975475311279;1536000;1649561174.8084493
7;-7.5992655754089355;1792000;1649561263.1628485
8;-7.032726287841797;2048000;1649561351.5084856
9;-6.673144817352295;2304000;1649561439.9697309
10;-7.423255920410156;2560000;1649561528.6171196
11;-7.027987003326416;2816000;1649561617.117221
12;-6.904813289642334;3072000;1649561705.6143534
13;-7.7129621505737305;3328000;1649561794.482915
14;-7.546825885772705;3584000;1649561883.3846846
15;-7.593142986297607;3840000;1649561972.3240983
16;-7.503728866577148;4096000;1649562061.2067916
17;-7.809168338775635;4352000;1649562149.7821267
18;-7.380819320678711;4608000;1649562238.2004864
19;-8.371877670288086;4864000;1649562326.6403627
20;-8.260315895080566;5120000;1649562427.7689884
21;-8.236475944519043;5376000;1649562523.457859
22;-8.113680839538574;5632000;1649562611.573567
23;-8.098387718200684;5888000;1649562699.5940719
24;-7.817068576812744;6144000;1649562787.698393
25;-7.885540962219238;6400000;1649562875.7909162
26;-7.710381031036377;6656000;1649562963.9401438
27;-8.379202842712402;6912000;1649563051.990236
28;-8.142868995666504;7168000;1649563140.0426128
29;-8.250320434570312;7424000;1649563228.8074317
30;-7.909701824188232;7680000;1649563318.0520673
31;-7.662189960479736;7936000;1649563406.065749
32;-7.53093957901001;8192000;1649563493.9974043
33;-7.45969820022583;8448000;1649563582.2839513
34;-7.872226715087891;8704000;1649563670.5066817
35;-7.647115707397461;8960000;1649563758.6230583
36;-7.531331539154053;9216000;1649563846.6235564
37;-7.508871555328369;9472000;1649563934.67965
38;-7.688783645629883;9728000;1649564022.9349744
39;-7.718793869018555;9984000;1649564110.9362962
40;-7.574079513549805;10240000;1649564198.8648436
41;-7.855462551116943;10496000;1649564286.5815616
42;-8.160179138183594;10752000;1649564374.687783
43;-8.104763984680176;11008000;1649564463.262207
44;-7.910210609436035;11264000;1649564551.6770077
45;-8.332600593566895;11520000;1649564640.165388
46;-8.437004089355469;11776000;1649564728.60796
47;-8.238789558410645;12032000;1649564816.259192
48;-8.382603645324707;12288000;1649564903.9908512
49;-8.168030738830566;12544000;1649564991.7616389
50;-8.216517448425293;12800000;1649565079.210109
