;test/length_std;Steps;Wall_Time
0;0.0;0;1647525772.862389
1;0.0;64000;1647526394.0984268
2;0.0;128000;1647527014.9298742
3;0.0;192000;1647527636.4418793
4;0.0;256000;1647528257.1251757
5;0.0;320000;1647528878.7276022
6;0.0;384000;1647529499.264198
7;0.0;448000;1647530119.3464873
8;0.0;512000;1647530740.981393
9;0.0;576000;1647531361.5798337
10;0.0;640000;1647531983.192045
11;0.0;704000;1647532603.5211656
12;0.0;768000;1647533224.117416
13;0.0;832000;1647533844.5941167
14;0.0;896000;1647534465.341005
15;0.0;960000;1647535086.9264271
16;0.0;1024000;1647535707.5690804
17;0.0;1088000;1647536329.0910013
18;0.0;1152000;1647536949.680717
19;0.0;1216000;1647537569.029704
20;0.0;1280000;1647538190.5995567
21;0.0;1344000;1647538811.030572
22;0.0;1408000;1647539432.4572988
23;0.0;1472000;1647540052.78239
24;0.0;1536000;1647540673.5399227
25;0.0;1600000;1647541293.8801496
26;0.0;1664000;1647541914.4516504
27;0.0;1728000;1647542535.6054451
28;0.0;1792000;1647543156.134812
29;0.0;1856000;1647543777.5461931
30;0.0;1920000;1647544397.9890451
31;0.0;1984000;1647545017.7482135
32;0.0;2048000;1647545639.372992
33;0.0;2112000;1647546260.1390126
34;0.0;2176000;1647546881.7978528
35;0.0;2240000;1647547502.4246216
36;0.0;2304000;1647548123.5352826
37;0.0;2368000;1647548743.8707714
38;0.0;2432000;1647549364.2509127
39;0.0;2496000;1647549985.8351834
40;0.0;2560000;1647550606.3355317
41;0.0;2624000;1647551227.6991706
42;0.0;2688000;1647551848.2599366
43;0.0;2752000;1647552468.021845
44;0.0;2816000;1647553089.4353545
45;0.0;2880000;1647553709.548688
46;0.0;2944000;1647554330.8766172
47;0.0;3008000;1647554951.0702972
48;0.0;3072000;1647555572.3036199
49;0.0;3136000;1647556192.419421
50;0.0;3200000;1647556813.0664592
51;0.0;3264000;1647557434.639479
52;0.0;3328000;1647558055.3733733
53;0.0;3392000;1647558677.010626
54;0.0;3456000;1647559297.3193283
55;0.0;3520000;1647559917.3411486
56;0.0;3584000;1647560538.5878966
57;0.0;3648000;1647561159.1864195
58;0.0;3712000;1647561780.292253
59;0.0;3776000;1647562400.6371696
60;0.0;3840000;1647563022.1942089
61;0.0;3904000;1647563642.0547223
62;0.0;3968000;1647564262.5865893
63;0.0;4032000;1647564884.0406096
64;0.0;4096000;1647565504.4298222
65;0.0;4160000;1647566125.9351165
66;0.0;4224000;1647566746.4835854
67;0.0;4288000;1647567366.5281749
68;0.0;4352000;1647567987.9164908
69;0.0;4416000;1647568608.5672026
70;0.0;4480000;1647569230.155948
71;0.0;4544000;1647569850.5130203
72;0.0;4608000;1647570472.1260986
73;0.0;4672000;1647571091.6097605
74;0.0;4736000;1647571712.4127882
75;0.0;4800000;1647572333.9265068
76;0.0;4864000;1647572954.6134305
77;0.0;4928000;1647573576.3195882
78;0.0;4992000;1647574196.9780738
79;0.0;5056000;1647574817.3274221
80;0.0;5120000;1647575438.3100312
81;0.0;5184000;1647576058.1589994
82;0.0;5248000;1647576679.936713
83;0.0;5312000;1647577300.5039828
84;0.0;5376000;1647577922.1639764
85;0.0;5440000;1647578542.0612292
86;0.0;5504000;1647579162.5973718
87;0.0;5568000;1647579783.9434001
88;0.0;5632000;1647580404.4214706
89;0.0;5696000;1647581025.3936193
90;0.0;5760000;1647581645.8686552
91;0.0;5824000;1647582266.127608
92;0.0;5888000;1647582886.8842022
93;0.0;5952000;1647583507.1750782
94;0.0;6016000;1647584128.7418334
95;0.0;6080000;1647584748.8869977
96;0.0;6144000;1647585370.4916894
97;0.0;6208000;1647585990.3860803
98;0.0;6272000;1647586610.7440882
99;0.0;6336000;1647587232.0931954
