;test/length_std;Steps;Wall_Time
0;0.0;0;1648150441.7833834
1;0.0;64000;1648150516.4813335
2;0.0;128000;1648150637.3719726
3;0.0;192000;1648150823.5443425
4;0.0;256000;1648151009.2023363
5;0.0;320000;1648151195.0061815
6;0.0;384000;1648151380.6054053
7;0.0;448000;1648151565.9626281
8;0.0;512000;1648151750.680095
9;0.0;576000;1648151935.4517171
10;0.0;640000;1648152119.9375558
11;0.0;704000;1648152304.4198325
12;0.0;768000;1648152489.411723
13;0.0;832000;1648152674.2843838
14;0.0;896000;1648152859.3275523
15;0.0;960000;1648153045.3230388
16;0.0;1024000;1648153230.3590465
17;0.0;1088000;1648153415.8487868
18;0.0;1152000;1648153601.145982
19;0.0;1216000;1648153787.6050022
20;0.0;1280000;1648153973.5786471
21;0.0;1344000;1648154159.9160082
22;0.0;1408000;1648154346.1135104
23;0.0;1472000;1648154532.4550045
24;0.0;1536000;1648154718.670729
25;0.0;1600000;1648154904.5794842
26;0.0;1664000;1648155090.6953485
27;0.0;1728000;1648155276.6384113
28;0.0;1792000;1648155462.178947
29;0.0;1856000;1648155647.749144
30;0.0;1920000;1648155833.702511
31;0.0;1984000;1648156019.823764
32;0.0;2048000;1648156206.0049443
33;0.0;2112000;1648156391.959962
34;0.0;2176000;1648156577.6442118
35;0.0;2240000;1648156763.6754394
36;0.0;2304000;1648156949.81798
37;0.0;2368000;1648157136.1650262
38;0.0;2432000;1648157321.681775
39;0.0;2496000;1648157507.3408098
40;0.0;2560000;1648157692.987547
41;0.0;2624000;1648157878.412331
42;0.0;2688000;1648158064.1203997
43;0.0;2752000;1648158250.6068175
44;0.0;2816000;1648158436.917481
45;0.0;2880000;1648158623.2710912
46;0.0;2944000;1648158809.14424
47;0.0;3008000;1648158995.2167094
48;0.0;3072000;1648159181.1270988
49;0.0;3136000;1648159367.005568
50;0.0;3200000;1648159552.8417625
51;0.0;3264000;1648159738.6371849
52;0.0;3328000;1648159924.474019
53;0.0;3392000;1648160110.2595358
54;0.0;3456000;1648160296.2245839
55;0.0;3520000;1648160481.9129415
56;0.0;3584000;1648160667.4364035
57;0.0;3648000;1648160853.5970023
58;0.0;3712000;1648161039.2117913
59;0.0;3776000;1648161224.5766733
60;0.0;3840000;1648161410.3286395
61;0.0;3904000;1648161595.794781
62;0.0;3968000;1648161781.5935247
63;0.0;4032000;1648161967.3973043
64;0.0;4096000;1648162152.5505736
65;0.0;4160000;1648162338.2827187
66;0.0;4224000;1648162523.2695386
67;0.0;4288000;1648162708.5181966
68;0.0;4352000;1648162893.565703
69;0.0;4416000;1648163078.7639432
70;0.0;4480000;1648163264.4973412
71;0.0;4544000;1648163450.5954056
72;0.0;4608000;1648163637.6058373
73;0.0;4672000;1648163823.237037
74;0.0;4736000;1648164009.1251395
75;0.0;4800000;1648164195.6202757
76;0.0;4864000;1648164381.381471
77;0.0;4928000;1648164567.9071746
78;0.0;4992000;1648164753.7507422
79;0.0;5056000;1648164939.7563155
80;0.0;5120000;1648165126.1112545
81;0.0;5184000;1648165312.0036242
82;0.0;5248000;1648165497.8137875
83;0.0;5312000;1648165683.5063822
84;0.0;5376000;1648165869.1051672
85;0.0;5440000;1648166054.7844868
86;0.0;5504000;1648166240.6827724
