;train/length;Steps;Wall_Time
0;20.0;1280;1647713455.0637612
1;20.0;2560;1647713459.3495178
2;20.0;3840;1647713463.578252
3;20.0;5120;1647713467.8624713
4;20.0;6400;1647713472.1377196
5;20.0;7680;1647713476.418598
6;20.0;8960;1647713480.678155
7;20.0;10240;1647713484.9421537
8;20.0;11520;1647713489.221259
9;20.0;12800;1647713493.4705458
10;20.0;14080;1647713497.7610433
11;20.0;15360;1647713502.0050888
12;20.0;16640;1647713506.300659
13;20.0;17920;1647713510.5856056
14;20.0;19200;1647713515.0402868
15;20.0;20480;1647713519.2754073
16;20.0;21760;1647713523.550832
17;20.0;23040;1647713527.8302658
18;20.0;24320;1647713532.2355664
19;20.0;25600;1647713536.5253663
20;20.0;26880;1647713540.8074994
21;20.0;28160;1647713545.0911915
22;20.0;29440;1647713549.4969816
23;20.0;30720;1647713553.7866879
24;20.0;32000;1647713558.0198789
25;20.0;33280;1647713562.3132226
26;20.0;34560;1647713566.4562654
27;20.0;35840;1647713570.6052024
28;20.0;37120;1647713574.7765017
29;20.0;38400;1647713579.0417883
30;20.0;39680;1647713583.183558
31;20.0;40960;1647713587.3647547
32;20.0;42240;1647713591.4833457
33;20.0;43520;1647713595.7457147
34;20.0;44800;1647713599.9341002
35;20.0;46080;1647713604.0615091
36;20.0;47360;1647713608.3717637
37;20.0;48640;1647713612.5504866
38;20.0;49920;1647713616.685838
39;20.0;51200;1647713620.9164705
40;20.0;52480;1647713625.3170655
41;20.0;53760;1647713629.592112
42;20.0;55040;1647713633.8772006
43;20.0;56320;1647713638.1566021
44;20.0;57600;1647713642.5678751
45;20.0;58880;1647713646.8362935
46;20.0;60160;1647713651.1134894
47;20.0;61440;1647713655.5076876
48;20.0;62720;1647713659.7890964
49;20.0;64000;1647713664.0682225
50;20.0;65280;1647713730.0784185
51;20.0;66560;1647713734.4762197
52;20.0;67840;1647713738.7501488
53;20.0;69120;1647713743.023571
54;20.0;70400;1647713747.4665658
55;20.0;71680;1647713751.6845489
56;20.0;72960;1647713755.9388533
57;20.0;74240;1647713760.2087173
58;20.0;75520;1647713764.6579053
59;20.0;76800;1647713768.8901148
60;20.0;78080;1647713773.1753044
61;20.0;79360;1647713777.4534948
62;20.0;80640;1647713781.8932176
63;20.0;81920;1647713786.1683488
64;20.0;83200;1647713790.4446938
65;20.0;84480;1647713794.8430986
66;20.0;85760;1647713799.1252277
67;20.0;87040;1647713803.4072337
68;20.0;88320;1647713807.8063822
69;20.0;89600;1647713812.2054963
70;20.0;90880;1647713816.4965203
71;20.0;92160;1647713820.7715719
72;20.0;93440;1647713825.0531316
73;20.0;94720;1647713829.4513087
74;20.0;96000;1647713833.7203445
75;20.0;97280;1647713837.8900583
76;20.0;98560;1647713842.1358135
77;20.0;99840;1647713846.2755988
78;20.0;101120;1647713850.4468036
79;20.0;102400;1647713854.5833316
80;20.0;103680;1647713858.819294
81;20.0;104960;1647713862.9721
82;20.0;106240;1647713867.1319454
83;20.0;107520;1647713871.2228897
84;20.0;108800;1647713875.5161958
85;20.0;110080;1647713879.692268
86;20.0;111360;1647713883.8046834
87;20.0;112640;1647713888.1455986
88;20.0;113920;1647713892.3016908
89;20.0;115200;1647713896.4454126
90;20.0;116480;1647713900.7343216
91;20.0;117760;1647713905.1511695
92;20.0;119040;1647713909.436573
93;20.0;120320;1647713913.7166455
94;20.0;121600;1647713918.0036178
95;20.0;122880;1647713922.415448
96;20.0;124160;1647713926.7009752
97;20.0;125440;1647713930.972117
98;20.0;126720;1647713935.4304328
99;20.0;128000;1647713939.6578844
100;20.0;129280;1647714005.593645
101;20.0;130560;1647714009.8806849
102;20.0;131840;1647714014.2722886
103;20.0;133120;1647714018.5521808
104;20.0;134400;1647714022.8344526
105;20.0;135680;1647714027.2787113
106;20.0;136960;1647714031.5261025
107;20.0;138240;1647714035.8001568
108;20.0;139520;1647714040.091509
109;20.0;140800;1647714044.5024655
110;20.0;142080;1647714048.7922463
111;20.0;143360;1647714053.0702987
112;20.0;144640;1647714057.3619225
113;20.0;145920;1647714061.756079
114;20.0;147200;1647714066.03983
115;20.0;148480;1647714070.3212392
116;20.0;149760;1647714074.7775445
117;20.0;151040;1647714079.0228631
118;20.0;152320;1647714083.2998617
119;20.0;153600;1647714087.5854383
120;20.0;154880;1647714092.0274444
121;20.0;156160;1647714096.2990177
122;20.0;157440;1647714100.5775478
123;20.0;158720;1647714104.8530915
124;20.0;160000;1647714109.218553
125;20.0;161280;1647714113.3806047
126;20.0;162560;1647714117.5551937
127;20.0;163840;1647714121.9099672
128;20.0;165120;1647714125.9674456
129;20.0;166400;1647714130.1489794
130;20.0;167680;1647714134.311474
131;20.0;168960;1647714138.706613
132;20.0;170240;1647714142.8536274
133;20.0;171520;1647714147.0061169
134;20.0;172800;1647714151.0920722
135;20.0;174080;1647714155.4093685
136;20.0;175360;1647714159.5795505
137;20.0;176640;1647714163.697527
138;20.0;177920;1647714168.0171537
139;20.0;179200;1647714172.2353735
140;20.0;180480;1647714176.5091925
141;20.0;181760;1647714180.7936015
142;20.0;183040;1647714185.205986
143;20.0;184320;1647714189.486208
144;20.0;185600;1647714193.7721345
145;20.0;186880;1647714198.0145826
146;20.0;188160;1647714202.4176342
147;20.0;189440;1647714206.6994655
148;20.0;190720;1647714210.9840732
149;20.0;192000;1647714215.4052424
150;20.0;193280;1647714281.3493142
151;20.0;194560;1647714285.6287248
152;20.0;195840;1647714289.9036317
153;20.0;197120;1647714294.2961526
154;20.0;198400;1647714298.5788116
155;20.0;199680;1647714302.8652408
156;20.0;200960;1647714307.1533844
157;20.0;202240;1647714311.5550766
158;20.0;203520;1647714315.8360398
159;20.0;204800;1647714320.1129627
160;20.0;206080;1647714324.5589614
161;20.0;207360;1647714328.7968075
162;20.0;208640;1647714333.0796578
163;20.0;209920;1647714337.3693488
164;20.0;211200;1647714341.7843087
165;20.0;212480;1647714346.061111
166;20.0;213760;1647714350.3447537
167;20.0;215040;1647714354.7899187
168;20.0;216320;1647714359.0353897
169;20.0;217600;1647714363.31018
170;20.0;218880;1647714367.598677
171;20.0;220160;1647714371.9828513
172;20.0;221440;1647714376.2771769
173;20.0;222720;1647714380.5504975
174;20.0;224000;1647714384.8395813
175;20.0;225280;1647714389.0211778
176;20.0;226560;1647714393.1724427
177;20.0;227840;1647714397.3539472
178;20.0;229120;1647714401.687421
179;20.0;230400;1647714405.7242541
180;20.0;231680;1647714409.8600361
181;20.0;232960;1647714414.0095434
182;20.0;234240;1647714418.22372
183;20.0;235520;1647714422.4052181
184;20.0;236800;1647714426.5846415
185;20.0;238080;1647714430.7018197
186;20.0;239360;1647714435.0051932
187;20.0;240640;1647714439.186738
188;20.0;241920;1647714443.310753
189;20.0;243200;1647714447.6625276
190;20.0;244480;1647714451.9024205
191;20.0;245760;1647714456.1908612
192;20.0;247040;1647714460.4767466
193;20.0;248320;1647714464.923956
194;20.0;249600;1647714469.1704926
195;20.0;250880;1647714473.444336
196;20.0;252160;1647714477.7339292
197;20.0;253440;1647714482.1544394
198;20.0;254720;1647714486.4426076
199;20.0;256000;1647714490.7272282
200;20.0;257280;1647714556.8790698
201;20.0;258560;1647714561.10421
202;20.0;259840;1647714565.3815901
203;20.0;261120;1647714569.6619897
204;20.0;262400;1647714574.0731797
205;20.0;263680;1647714578.446298
206;20.0;264960;1647714582.7192216
207;20.0;266240;1647714587.0064688
208;20.0;267520;1647714591.3867
209;20.0;268800;1647714595.6678154
210;20.0;270080;1647714599.9545321
211;20.0;271360;1647714604.3869352
212;20.0;272640;1647714608.6308079
213;20.0;273920;1647714612.9179323
214;20.0;275200;1647714617.1915386
215;20.0;276480;1647714621.622547
216;20.0;277760;1647714625.905518
217;20.0;279040;1647714630.1664684
218;20.0;280320;1647714634.4396873
219;20.0;281600;1647714638.8135111
220;20.0;282880;1647714643.0995655
221;20.0;284160;1647714647.3837986
222;20.0;285440;1647714651.829829
223;20.0;286720;1647714656.073298
224;20.0;288000;1647714660.3405118
225;20.0;289280;1647714664.5650682
226;20.0;290560;1647714668.7971919
227;20.0;291840;1647714672.9832258
228;20.0;293120;1647714677.1590266
229;20.0;294400;1647714681.2578025
230;20.0;295680;1647714685.5579863
231;20.0;296960;1647714689.7392542
232;20.0;298240;1647714693.8519344
233;20.0;299520;1647714698.1941307
234;20.0;300800;1647714702.3207467
235;20.0;302080;1647714706.4737177
236;20.0;303360;1647714710.618222
237;20.0;304640;1647714714.931148
238;20.0;305920;1647714719.1004326
239;20.0;307200;1647714723.1811757
240;20.0;308480;1647714727.4743824
241;20.0;309760;1647714731.8741367
242;20.0;311040;1647714736.1676323
243;20.0;312320;1647714740.447242
244;20.0;313600;1647714744.8977277
245;20.0;314880;1647714749.1626642
246;20.0;316160;1647714753.4509268
247;20.0;317440;1647714757.7342417
248;20.0;318720;1647714762.1566992
