;update/alpha;Steps;Wall_Time
0;0.75223708152771;999;1648152658.5418918
1;0.5579631924629211;1999;1648154590.7089822
2;0.4147223234176636;2999;1648156529.2928329
3;0.30880218744277954;3999;1648158467.756525
4;0.23069724440574646;4999;1648160405.8487363
5;0.17305633425712585;5999;1648162345.1926303
6;0.13040554523468018;6999;1648164282.617846
7;0.09866239130496979;7999;1648166221.1391766
8;0.07488377392292023;8999;1648168154.9481602
9;0.05693726986646652;9999;1648170092.3321936
10;0.043335121124982834;10999;1648172029.8302011
11;0.032964274287223816;11999;1648173956.2968109
12;0.02504468895494938;12999;1648175897.1097116
13;0.01898248679935932;13999;1648177837.1823184
14;0.01435105875134468;14999;1648179777.117046
15;0.010817788541316986;15999;1648181720.3979137
16;0.008134047500789165;16999;1648183660.2637875
17;0.006101423408836126;17999;1648185600.1330287
18;0.0045681665651500225;18999;1648187527.3013942
19;0.003412683494389057;19999;1648189461.1189919
20;0.0025457795709371567;20999;1648191393.1138878
21;0.0018964835908263922;21999;1648193333.5794435
22;0.0014114552177488804;22999;1648195274.2703168
23;0.0010487941326573491;23999;1648197211.0069933
24;0.0007790454546920955;24999;1648199158.9012845
25;0.0005783072556369007;25999;1648201099.9237113
26;0.0004290827491786331;26999;1648203043.6973934
27;0.0003182369109708816;27999;1648204997.78788
28;0.00023602592409588397;28999;1648206964.7391787
29;0.00017499215027783066;29999;1648208919.981523
30;0.00012972419790457934;30999;1648210869.9558523
31;9.616061288397759e-05;31999;1648212817.8197894
32;7.126877608243376e-05;32999;1648214767.2720518
33;5.282046549837105e-05;33999;1648216719.017705
34;3.9149614167399704e-05;34999;1648218665.2655346
35;2.9012524464633316e-05;35999;1648220609.5072548
36;2.1500502043636516e-05;36999;1648222549.6589656
37;1.5932599126244895e-05;37999;1648224490.3921568
38;1.1807293049059808e-05;38999;1648226438.2335875
39;8.748570508032572e-06;39999;1648228385.1689925
40;6.483808192569995e-06;40999;1648230334.4517977
41;4.805251137440791e-06;41999;1648232284.0504596
42;3.560693812687532e-06;42999;1648234231.5382926
43;2.637940951899509e-06;43999;1648236179.7229836
44;1.954768322320888e-06;44999;1648238126.7843976
45;1.4483623544947477e-06;45999;1648240074.400822
46;1.0730326494012843e-06;46999;1648242021.2983518
47;7.951237535053224e-07;47999;1648243937.802772
48;5.892113676964073e-07;48999;1648245880.169981
49;4.3654111436808307e-07;49999;1648247831.148634
