;test/length;Steps;Wall_Time
0;20.0;0;1651286212.9116373
1;20.0;256000;1651286333.650266
2;20.0;512000;1651286454.5522728
3;20.0;768000;1651286575.0607352
4;20.0;1024000;1651286695.3695223
5;20.0;1280000;1651286815.7917926
6;20.0;1536000;1651286936.3364894
7;20.0;1792000;1651287057.0549884
8;20.0;2048000;1651287177.5193472
9;20.0;2304000;1651287298.1024191
10;20.0;2560000;1651287418.9127545
11;20.0;2816000;1651287540.0859478
12;20.0;3072000;1651287661.3121767
13;20.0;3328000;1651287782.548953
14;20.0;3584000;1651287903.1007404
15;20.0;3840000;1651288023.729537
16;20.0;4096000;1651288144.5786378
17;20.0;4352000;1651288265.1746507
18;20.0;4608000;1651288386.3752093
19;20.0;4864000;1651288506.9834359
20;20.0;5120000;1651288627.7463326
21;20.0;5376000;1651288748.4056358
22;20.0;5632000;1651288869.186332
23;20.0;5888000;1651288990.0552404
24;20.0;6144000;1651289111.2777684
25;20.0;6400000;1651289232.3692887
26;20.0;6656000;1651289353.6637745
27;20.0;6912000;1651289474.781842
28;20.0;7168000;1651289595.9436557
29;20.0;7424000;1651289716.6523178
30;20.0;7680000;1651289837.879533
31;20.0;7936000;1651289959.0399325
32;20.0;8192000;1651290079.7503746
33;20.0;8448000;1651290200.4967222
34;20.0;8704000;1651290321.336189
35;20.0;8960000;1651290442.0825865
36;20.0;9216000;1651290563.0443206
37;20.0;9472000;1651290684.509453
38;20.0;9728000;1651290805.65356
39;20.0;9984000;1651290926.11111
40;20.0;10240000;1651291046.393697
41;20.0;10496000;1651291166.8220103
42;20.0;10752000;1651291287.7959363
43;20.0;11008000;1651291408.1634324
44;20.0;11264000;1651291528.9948616
45;20.0;11520000;1651291649.7076783
46;20.0;11776000;1651291769.9365911
47;20.0;12032000;1651291890.4521837
48;20.0;12288000;1651292010.977275
49;20.0;12544000;1651292131.339514
50;20.0;12800000;1651292251.56201
51;20.0;13056000;1651292371.9500728
52;20.0;13312000;1651292492.5651965
53;20.0;13568000;1651292613.311384
54;20.0;13824000;1651292733.9792337
55;20.0;14080000;1651292854.8312547
56;20.0;14336000;1651292975.696447
57;20.0;14592000;1651293096.506794
58;20.0;14848000;1651293217.6020374
59;20.0;15104000;1651293338.5396273
60;20.0;15360000;1651293459.5887988
61;20.0;15616000;1651293580.5701
62;20.0;15872000;1651293701.9272313
63;20.0;16128000;1651293823.189431
64;20.0;16384000;1651293943.7085307
65;20.0;16640000;1651294065.2309725
66;20.0;16896000;1651294186.0414824
67;20.0;17152000;1651294307.1818838
68;20.0;17408000;1651294427.903708
69;20.0;17664000;1651294548.8749874
70;20.0;17920000;1651294669.207343
71;20.0;18176000;1651294789.6503956
72;20.0;18432000;1651294910.01918
73;20.0;18688000;1651295030.8586063
74;20.0;18944000;1651295151.89318
75;20.0;19200000;1651295272.5950758
76;20.0;19456000;1651295393.530095
77;20.0;19712000;1651295514.144233
78;20.0;19968000;1651295634.9139469
79;20.0;20224000;1651295755.5330136
80;20.0;20480000;1651295876.7016492
81;20.0;20736000;1651295997.8364766
