;test/length;Steps;Wall_Time
0;20.0;0;1651177283.1222887
1;20.0;256000;1651177589.6116505
2;20.0;512000;1651177894.2925138
3;20.0;768000;1651178198.2196617
4;20.0;1024000;1651178503.638168
5;20.0;1280000;1651178816.390212
6;20.0;1536000;1651179118.9288332
7;20.0;1792000;1651179428.8905313
8;20.0;2048000;1651179731.3754823
9;20.0;2304000;1651180039.0578907
10;20.0;2560000;1651180348.3878188
11;20.0;2816000;1651180655.5244892
12;20.0;3072000;1651180960.1525424
13;20.0;3328000;1651181266.253384
14;20.0;3584000;1651181568.023384
15;20.0;3840000;1651181873.3330033
16;20.0;4096000;1651182180.0684915
17;20.0;4352000;1651182486.1727247
18;20.0;4608000;1651182788.7762332
19;20.0;4864000;1651183092.8165858
20;20.0;5120000;1651183400.3953607
21;20.0;5376000;1651183706.415147
22;20.0;5632000;1651184013.9206302
23;20.0;5888000;1651184317.5763552
24;20.0;6144000;1651184624.73713
25;20.0;6400000;1651184935.2388477
26;20.0;6656000;1651185237.5586162
27;20.0;6912000;1651185541.8052938
28;20.0;7168000;1651185849.5209455
29;20.0;7424000;1651186152.4770854
30;20.0;7680000;1651186456.4171796
31;20.0;7936000;1651186756.4163873
32;20.0;8192000;1651187067.5549023
33;20.0;8448000;1651187368.9039578
34;20.0;8704000;1651187672.2640157
35;20.0;8960000;1651187976.6601958
36;20.0;9216000;1651188280.4976313
37;20.0;9472000;1651188583.9530048
38;20.0;9728000;1651188884.4471788
39;20.0;9984000;1651189194.3327281
40;20.0;10240000;1651189496.7226598
41;20.0;10496000;1651189801.6296375
42;20.0;10752000;1651190108.1689436
43;20.0;11008000;1651190409.764869
44;20.0;11264000;1651190718.5588195
45;20.0;11520000;1651191021.565841
46;20.0;11776000;1651191327.2448633
47;20.0;12032000;1651191630.2849426
48;20.0;12288000;1651191929.250221
49;20.0;12544000;1651192238.625807
50;20.0;12800000;1651192540.6105125
