;test/length;Steps;Wall_Time
0;20.0;0;1651060752.6288726
1;20.0;256000;1651060851.6002371
2;20.0;512000;1651060950.3041093
3;20.0;768000;1651061048.9706419
4;20.0;1024000;1651061147.7581956
5;20.0;1280000;1651061246.3161807
6;20.0;1536000;1651061345.0992374
7;20.0;1792000;1651061444.8274162
8;20.0;2048000;1651061544.424335
9;20.0;2304000;1651061643.7379298
10;20.0;2560000;1651061741.9876106
11;20.0;2816000;1651061840.3069482
12;20.0;3072000;1651061938.98831
13;20.0;3328000;1651062037.2118661
14;20.0;3584000;1651062135.6718976
15;20.0;3840000;1651062235.021683
16;20.0;4096000;1651062334.3307648
17;20.0;4352000;1651062433.4202652
18;20.0;4608000;1651062532.5305583
19;20.0;4864000;1651062631.6999002
20;20.0;5120000;1651062730.8365657
21;20.0;5376000;1651062830.0582063
22;20.0;5632000;1651062929.194976
23;20.0;5888000;1651063028.5228732
24;20.0;6144000;1651063127.7012193
25;20.0;6400000;1651063226.8801243
26;20.0;6656000;1651063325.966847
27;20.0;6912000;1651063424.7993321
28;20.0;7168000;1651063523.8847623
29;20.0;7424000;1651063623.0574136
30;20.0;7680000;1651063721.8676236
31;20.0;7936000;1651063821.1385117
32;20.0;8192000;1651063920.4317107
33;20.0;8448000;1651064019.6184447
34;20.0;8704000;1651064118.5368202
35;20.0;8960000;1651064217.8897226
36;20.0;9216000;1651064317.5930967
37;20.0;9472000;1651064417.051208
38;20.0;9728000;1651064516.2678778
39;20.0;9984000;1651064615.4144442
40;20.0;10240000;1651064714.6899133
41;20.0;10496000;1651064813.7220867
42;20.0;10752000;1651064912.842773
43;20.0;11008000;1651065012.1419156
44;20.0;11264000;1651065111.2067215
45;20.0;11520000;1651065210.578704
46;20.0;11776000;1651065310.2075057
47;20.0;12032000;1651065409.4925945
48;20.0;12288000;1651065508.8562574
49;20.0;12544000;1651065608.3818185
50;20.0;12800000;1651065708.2683296
