;test/length;Steps;Wall_Time
0;20.0;0;1651251080.2839706
1;20.0;51200;1651251103.2428842
2;20.0;102400;1651251125.3342886
3;20.0;153600;1651251146.789459
4;20.0;204800;1651251168.5687556
5;20.0;256000;1651251189.99492
6;20.0;307200;1651251211.4624825
7;20.0;358400;1651251232.5227554
8;20.0;409600;1651251253.6550076
9;20.0;460800;1651251275.1537347
10;20.0;512000;1651251296.2896168
11;20.0;563200;1651251317.9556303
12;20.0;614400;1651251339.4052484
13;20.0;665600;1651251361.3550603
14;20.0;716800;1651251382.6717694
15;20.0;768000;1651251404.0796762
16;20.0;819200;1651251425.301424
17;20.0;870400;1651251446.370817
18;20.0;921600;1651251468.1000793
19;20.0;972800;1651251489.7002513
20;20.0;1024000;1651251511.7154388
21;20.0;1075200;1651251532.7844152
22;20.0;1126400;1651251554.0174298
23;20.0;1177600;1651251574.8717313
24;20.0;1228800;1651251595.746559
25;20.0;1280000;1651251616.91362
26;20.0;1331200;1651251638.1750593
27;20.0;1382400;1651251659.3317723
28;20.0;1433600;1651251680.6219769
29;20.0;1484800;1651251702.1939878
30;20.0;1536000;1651251723.8020175
31;20.0;1587200;1651251744.9764223
32;20.0;1638400;1651251766.9937024
33;20.0;1689600;1651251788.5973701
34;20.0;1740800;1651251810.0466647
35;20.0;1792000;1651251831.4199047
36;20.0;1843200;1651251853.959666
37;20.0;1894400;1651251876.1392467
38;20.0;1945600;1651251898.2535703
