;test/length;Steps;Wall_Time
0;20.0;0;1651065758.8194394
1;20.0;256000;1651065856.0979328
2;20.0;512000;1651065953.0987837
3;20.0;768000;1651066049.7434037
4;20.0;1024000;1651066146.5372572
5;20.0;1280000;1651066243.0224617
6;20.0;1536000;1651066339.3060582
7;20.0;1792000;1651066435.099956
8;20.0;2048000;1651066531.5864367
9;20.0;2304000;1651066628.009607
10;20.0;2560000;1651066724.876241
11;20.0;2816000;1651066821.1426294
12;20.0;3072000;1651066917.645081
13;20.0;3328000;1651067013.6995125
14;20.0;3584000;1651067109.9059308
15;20.0;3840000;1651067206.4145155
16;20.0;4096000;1651067302.7113469
17;20.0;4352000;1651067398.6660872
18;20.0;4608000;1651067494.688068
19;20.0;4864000;1651067590.7452314
20;20.0;5120000;1651067686.675765
21;20.0;5376000;1651067782.6697483
22;20.0;5632000;1651067878.823649
23;20.0;5888000;1651067975.3679733
24;20.0;6144000;1651068072.026336
25;20.0;6400000;1651068168.3726463
26;20.0;6656000;1651068264.767071
27;20.0;6912000;1651068361.3189392
28;20.0;7168000;1651068457.7258668
29;20.0;7424000;1651068554.0222113
30;20.0;7680000;1651068650.3499732
31;20.0;7936000;1651068746.688048
32;20.0;8192000;1651068842.9824312
33;20.0;8448000;1651068939.3148067
34;20.0;8704000;1651069035.15828
35;20.0;8960000;1651069131.28049
36;20.0;9216000;1651069227.3092005
37;20.0;9472000;1651069323.1464455
38;20.0;9728000;1651069419.031071
39;20.0;9984000;1651069515.3296778
40;20.0;10240000;1651069611.5114355
41;20.0;10496000;1651069708.2641723
42;20.0;10752000;1651069804.9575367
43;20.0;11008000;1651069901.3645484
44;20.0;11264000;1651069997.5561564
45;20.0;11520000;1651070093.7842622
46;20.0;11776000;1651070189.7290223
47;20.0;12032000;1651070285.6237848
48;20.0;12288000;1651070381.7266307
49;20.0;12544000;1651070477.7335713
50;20.0;12800000;1651070573.9921799
