;test/length;Steps;Wall_Time
0;20.0;0;1651100785.7618036
1;20.0;256000;1651100893.4735029
2;20.0;512000;1651100993.4217496
3;20.0;768000;1651101086.6060739
4;20.0;1024000;1651101180.1940405
5;20.0;1280000;1651101272.9231231
6;20.0;1536000;1651101366.7156878
7;20.0;1792000;1651101460.947278
8;20.0;2048000;1651101554.9599133
9;20.0;2304000;1651101648.9180996
10;20.0;2560000;1651101743.5744104
11;20.0;2816000;1651101838.3387012
12;20.0;3072000;1651101933.056315
13;20.0;3328000;1651102027.7248836
14;20.0;3584000;1651102121.8666558
15;20.0;3840000;1651102216.8654175
16;20.0;4096000;1651102311.612976
17;20.0;4352000;1651102406.5822022
18;20.0;4608000;1651102501.186531
19;20.0;4864000;1651102594.9281895
20;20.0;5120000;1651102688.7297149
21;20.0;5376000;1651102782.46292
22;20.0;5632000;1651102876.5777073
23;20.0;5888000;1651102971.12
24;20.0;6144000;1651103065.9727592
25;20.0;6400000;1651103160.411247
26;20.0;6656000;1651103254.641771
27;20.0;6912000;1651103348.6629922
28;20.0;7168000;1651103442.5406818
29;20.0;7424000;1651103536.7463336
30;20.0;7680000;1651103631.2718005
31;20.0;7936000;1651103725.425693
32;20.0;8192000;1651103819.5580528
33;20.0;8448000;1651103914.2233505
34;20.0;8704000;1651104008.9693897
35;20.0;8960000;1651104103.5954638
36;20.0;9216000;1651104198.3422282
37;20.0;9472000;1651104292.6674187
38;20.0;9728000;1651104387.2040977
39;20.0;9984000;1651104481.8505154
40;20.0;10240000;1651104580.830837
41;20.0;10496000;1651104676.8933837
42;20.0;10752000;1651104771.9579952
43;20.0;11008000;1651104866.1034791
44;20.0;11264000;1651104960.9791574
45;20.0;11520000;1651105056.005906
46;20.0;11776000;1651105150.9231143
47;20.0;12032000;1651105245.7727644
48;20.0;12288000;1651105340.685438
49;20.0;12544000;1651105435.0243537
50;20.0;12800000;1651105529.3837867
