;test/length;Steps;Wall_Time
0;20.0;0;1650777492.1328092
1;20.0;256000;1650777617.1182873
2;20.0;512000;1650777742.804297
3;20.0;768000;1650777868.5655603
4;20.0;1024000;1650777993.9883127
5;20.0;1280000;1650778118.8669941
6;20.0;1536000;1650778243.8083098
7;20.0;1792000;1650778368.6256938
8;20.0;2048000;1650778493.629797
9;20.0;2304000;1650778618.6216147
10;20.0;2560000;1650778743.4103947
11;20.0;2816000;1650778868.536553
12;20.0;3072000;1650778993.2216525
13;20.0;3328000;1650779118.6480236
14;20.0;3584000;1650779244.4003403
15;20.0;3840000;1650779370.0757408
16;20.0;4096000;1650779495.6987624
17;20.0;4352000;1650779621.461953
18;20.0;4608000;1650779747.2450845
19;20.0;4864000;1650779873.0354097
20;20.0;5120000;1650779998.5776231
21;20.0;5376000;1650780123.8880892
22;20.0;5632000;1650780249.0530815
23;20.0;5888000;1650780373.9751892
24;20.0;6144000;1650780499.2030947
25;20.0;6400000;1650780624.8403707
26;20.0;6656000;1650780750.2445643
27;20.0;6912000;1650780876.0450175
28;20.0;7168000;1650781001.7906914
29;20.0;7424000;1650781126.8356063
30;20.0;7680000;1650781251.821728
31;20.0;7936000;1650781376.5717583
32;20.0;8192000;1650781501.6232245
33;20.0;8448000;1650781626.883464
34;20.0;8704000;1650781752.0917735
35;20.0;8960000;1650781877.2270164
36;20.0;9216000;1650782002.3015442
37;20.0;9472000;1650782127.399563
38;20.0;9728000;1650782252.403745
39;20.0;9984000;1650782377.6029427
40;20.0;10240000;1650782502.7587736
41;20.0;10496000;1650782627.7138865
42;20.0;10752000;1650782752.7434793
43;20.0;11008000;1650782878.5467842
44;20.0;11264000;1650783004.3761866
45;20.0;11520000;1650783130.215055
46;20.0;11776000;1650783255.7740557
47;20.0;12032000;1650783381.3778253
48;20.0;12288000;1650783506.8694131
49;20.0;12544000;1650783632.002965
50;20.0;12800000;1650783757.2202506
