;test/length;Steps;Wall_Time
0;20.0;0;1651188088.640343
1;20.0;64000;1651188385.5313404
2;20.0;128000;1651188682.689874
3;20.0;192000;1651188979.0054028
4;20.0;256000;1651189271.205325
5;20.0;320000;1651189567.8285153
6;20.0;384000;1651189861.9556491
7;20.0;448000;1651190160.140335
8;20.0;512000;1651190452.8001068
9;20.0;576000;1651190749.2875342
10;20.0;640000;1651191041.806641
11;20.0;704000;1651191340.833352
12;20.0;768000;1651191633.9338317
13;20.0;832000;1651191926.634693
14;20.0;896000;1651192219.2993257
15;20.0;960000;1651192513.950955
16;20.0;1024000;1651192808.9390452
17;20.0;1088000;1651193102.303518
18;20.0;1152000;1651193403.0163314
19;20.0;1216000;1651193702.4624345
20;20.0;1280000;1651194001.875912
21;20.0;1344000;1651194293.023997
22;20.0;1408000;1651194587.0626595
23;20.0;1472000;1651194882.9720743
24;20.0;1536000;1651195181.7718298
25;20.0;1600000;1651195476.1701136
26;20.0;1664000;1651195769.3414726
27;20.0;1728000;1651196066.0873408
28;20.0;1792000;1651196360.0312998
29;20.0;1856000;1651196658.4188287
30;20.0;1920000;1651196950.6558154
31;20.0;1984000;1651197246.6459856
32;20.0;2048000;1651197540.1965063
33;20.0;2112000;1651197838.0444303
34;20.0;2176000;1651198132.7831938
35;20.0;2240000;1651198425.508749
36;20.0;2304000;1651198721.5488298
37;20.0;2368000;1651199017.340562
38;20.0;2432000;1651199315.5692747
39;20.0;2496000;1651199608.034907
40;20.0;2560000;1651199904.2598543
41;20.0;2624000;1651200197.7257
42;20.0;2688000;1651200497.2324722
43;20.0;2752000;1651200791.5524445
44;20.0;2816000;1651201085.7500238
45;20.0;2880000;1651201380.4429386
46;20.0;2944000;1651201675.1920426
47;20.0;3008000;1651201972.896427
48;20.0;3072000;1651202265.302234
49;20.0;3136000;1651202561.554852
50;20.0;3200000;1651202855.3590527
51;20.0;3264000;1651203154.236116
52;20.0;3328000;1651203446.3618875
53;20.0;3392000;1651203741.2717407
54;20.0;3456000;1651204034.1487684
55;20.0;3520000;1651204331.8881233
56;20.0;3584000;1651204627.0006723
57;20.0;3648000;1651204918.46436
58;20.0;3712000;1651205214.7404964
59;20.0;3776000;1651205508.801876
60;20.0;3840000;1651205805.056205
61;20.0;3904000;1651206096.972706
62;20.0;3968000;1651206393.0598264
63;20.0;4032000;1651206685.8616958
64;20.0;4096000;1651206983.9925272
65;20.0;4160000;1651207276.7101014
66;20.0;4224000;1651207572.8009164
67;20.0;4288000;1651207867.3011236
68;20.0;4352000;1651208161.404695
69;20.0;4416000;1651208455.9960995
70;20.0;4480000;1651208747.910476
71;20.0;4544000;1651209044.3512795
72;20.0;4608000;1651209337.7628593
73;20.0;4672000;1651209636.7814908
74;20.0;4736000;1651209929.0130727
75;20.0;4800000;1651210224.5884645
76;20.0;4864000;1651210517.8414614
77;20.0;4928000;1651210815.090498
78;20.0;4992000;1651211110.007384
79;20.0;5056000;1651211402.9494004
80;20.0;5120000;1651211698.4005013
81;20.0;5184000;1651211992.3691492
82;20.0;5248000;1651212290.6606154
83;20.0;5312000;1651212584.1872675
84;20.0;5376000;1651212880.2020478
85;20.0;5440000;1651213172.8616023
86;20.0;5504000;1651213471.3599129
87;20.0;5568000;1651213764.1841133
88;20.0;5632000;1651214057.3569055
89;20.0;5696000;1651214352.005632
90;20.0;5760000;1651214648.4477978
91;20.0;5824000;1651214949.8160548
92;20.0;5888000;1651215245.1781259
93;20.0;5952000;1651215541.4741278
94;20.0;6016000;1651215834.0443692
95;20.0;6080000;1651216133.821748
96;20.0;6144000;1651216425.5221634
97;20.0;6208000;1651216719.7263036
98;20.0;6272000;1651216947.3874834
99;20.0;6336000;1651217131.0479631
100;20.0;6400000;1651217317.272921
101;20.0;6464000;1651217500.3133025
102;20.0;6528000;1651217686.7357466
103;20.0;6592000;1651217869.228247
104;20.0;6656000;1651218055.7376835
105;20.0;6720000;1651218238.350241
106;20.0;6784000;1651218424.7184653
107;20.0;6848000;1651218607.241878
108;20.0;6912000;1651218792.0341349
109;20.0;6976000;1651218976.7745645
110;20.0;7040000;1651219159.4076085
111;20.0;7104000;1651219344.9289744
112;20.0;7168000;1651219527.0045884
113;20.0;7232000;1651219713.6587377
114;20.0;7296000;1651219896.4325876
115;20.0;7360000;1651220083.154251
116;20.0;7424000;1651220266.0954442
117;20.0;7488000;1651220449.678519
118;20.0;7552000;1651220632.2013984
119;20.0;7616000;1651220816.6374824
120;20.0;7680000;1651221001.1970365
121;20.0;7744000;1651221184.3566198
122;20.0;7808000;1651221371.4007556
123;20.0;7872000;1651221554.5303915
124;20.0;7936000;1651221742.1481206
125;20.0;8000000;1651221926.0514612
126;20.0;8064000;1651222114.1710746
127;20.0;8128000;1651222298.4057443
128;20.0;8192000;1651222484.8228514
129;20.0;8256000;1651222669.8292801
130;20.0;8320000;1651222853.928878
131;20.0;8384000;1651223040.845941
132;20.0;8448000;1651223235.418356
133;20.0;8512000;1651223438.3596215
134;20.0;8576000;1651223622.7340283
135;20.0;8640000;1651223810.4655292
136;20.0;8704000;1651223995.600494
137;20.0;8768000;1651224180.9801557
138;20.0;8832000;1651224368.4218886
139;20.0;8896000;1651224553.116735
140;20.0;8960000;1651224748.9479804
141;20.0;9024000;1651224943.807791
142;20.0;9088000;1651225130.8232503
143;20.0;9152000;1651225319.1953983
144;20.0;9216000;1651225503.1279657
145;20.0;9280000;1651225688.9036405
146;20.0;9344000;1651225886.7140775
147;20.0;9408000;1651226078.252361
148;20.0;9472000;1651226262.3574388
149;20.0;9536000;1651226450.8899434
150;20.0;9600000;1651226636.404004
151;20.0;9664000;1651226824.300735
152;20.0;9728000;1651227009.0610614
153;20.0;9792000;1651227194.5531805
154;20.0;9856000;1651227381.7995558
155;20.0;9920000;1651227563.3250444
156;20.0;9984000;1651227751.4717324
157;20.0;10048000;1651227939.0582795
158;20.0;10112000;1651228127.2500384
159;20.0;10176000;1651228307.4838378
160;20.0;10240000;1651228492.4221303
161;20.0;10304000;1651228676.6114087
162;20.0;10368000;1651228863.6560268
163;20.0;10432000;1651228973.1157825
164;20.0;10496000;1651229064.8516574
165;20.0;10560000;1651229148.6956918
166;20.0;10624000;1651229233.7263184
167;20.0;10688000;1651229332.4991
168;20.0;10752000;1651229421.839474
169;20.0;10816000;1651229504.592891
170;20.0;10880000;1651229587.5326211
171;20.0;10944000;1651229670.4656932
172;20.0;11008000;1651229750.6354668
173;20.0;11072000;1651229833.3856943
174;20.0;11136000;1651229915.3672154
175;20.0;11200000;1651229999.0584555
176;20.0;11264000;1651230082.2771864
177;20.0;11328000;1651230164.908906
178;20.0;11392000;1651230262.427106
179;20.0;11456000;1651230361.5621657
180;20.0;11520000;1651230456.5266721
181;20.0;11584000;1651230540.2049882
182;20.0;11648000;1651230623.7808602
183;20.0;11712000;1651230707.9857597
184;20.0;11776000;1651230790.9027867
185;20.0;11840000;1651230873.5943449
186;20.0;11904000;1651230956.343743
187;20.0;11968000;1651231039.8790677
188;20.0;12032000;1651231128.47364
189;20.0;12096000;1651231212.18983
