;test/length;Steps;Wall_Time
0;20.0;0;1651184902.5255241
1;20.0;64000;1651185078.3894544
2;20.0;128000;1651185262.2323685
3;20.0;192000;1651185445.8120391
4;20.0;256000;1651185629.8570092
5;20.0;320000;1651185813.764972
6;20.0;384000;1651185997.5281992
7;20.0;448000;1651186179.6395955
8;20.0;512000;1651186365.0237246
9;20.0;576000;1651186548.7906768
10;20.0;640000;1651186729.3209631
11;20.0;704000;1651186910.007823
12;20.0;768000;1651187090.5665162
13;20.0;832000;1651187271.5305996
14;20.0;896000;1651187454.3980684
