;test/length;Steps;Wall_Time
0;20.0;0;1649702849.7743347
1;20.0;256000;1649702968.9024036
2;20.0;512000;1649703087.555432
3;20.0;768000;1649703205.831511
4;20.0;1024000;1649703324.118429
5;20.0;1280000;1649703442.663939
6;20.0;1536000;1649703561.3953633
7;20.0;1792000;1649703679.9485583
8;20.0;2048000;1649703798.6477304
9;20.0;2304000;1649703917.299627
10;20.0;2560000;1649704035.4277046
11;20.0;2816000;1649704153.4625244
12;20.0;3072000;1649704271.4347548
13;20.0;3328000;1649704389.5989697
14;20.0;3584000;1649704507.7242887
15;20.0;3840000;1649704625.8918765
16;20.0;4096000;1649704743.6115177
17;20.0;4352000;1649704861.4001532
18;20.0;4608000;1649704979.3193996
19;20.0;4864000;1649705097.3907344
20;20.0;5120000;1649705215.1935506
21;20.0;5376000;1649705332.9402585
22;20.0;5632000;1649705451.037603
23;20.0;5888000;1649705569.0179267
24;20.0;6144000;1649705687.1880026
25;20.0;6400000;1649705805.0731835
26;20.0;6656000;1649705922.9893143
27;20.0;6912000;1649706040.8899138
28;20.0;7168000;1649706159.3234804
29;20.0;7424000;1649706278.3801286
30;20.0;7680000;1649706397.0382147
31;20.0;7936000;1649706515.730656
32;20.0;8192000;1649706634.5466402
33;20.0;8448000;1649706753.5845
34;20.0;8704000;1649706872.6337726
35;20.0;8960000;1649706990.9751408
36;20.0;9216000;1649707109.5299246
37;20.0;9472000;1649707228.2181008
38;20.0;9728000;1649707346.423616
39;20.0;9984000;1649707464.4833465
40;20.0;10240000;1649707582.435124
41;20.0;10496000;1649707700.0238879
42;20.0;10752000;1649707817.9482055
43;20.0;11008000;1649707935.8852313
44;20.0;11264000;1649708054.2244081
45;20.0;11520000;1649708172.6621084
46;20.0;11776000;1649708291.0231113
47;20.0;12032000;1649708409.6155615
48;20.0;12288000;1649708528.1637232
49;20.0;12544000;1649708646.7026348
50;20.0;12800000;1649708765.3133366
