;test/length;Steps;Wall_Time
0;20.0;0;1651223108.367962
1;20.0;64000;1651223211.2466424
2;20.0;128000;1651223314.257044
3;20.0;192000;1651223416.9661736
4;20.0;256000;1651223520.1046686
5;20.0;320000;1651223623.2892375
6;20.0;384000;1651223726.8396952
7;20.0;448000;1651223831.57867
8;20.0;512000;1651223939.569066
9;20.0;576000;1651224045.7792642
10;20.0;640000;1651224148.892083
11;20.0;704000;1651224251.847988
12;20.0;768000;1651224354.8475633
13;20.0;832000;1651224458.413528
14;20.0;896000;1651224561.5939603
15;20.0;960000;1651224664.6490304
16;20.0;1024000;1651224767.6061108
17;20.0;1088000;1651224870.9026377
18;20.0;1152000;1651224973.9958043
19;20.0;1216000;1651225076.3263237
20;20.0;1280000;1651225179.8291085
21;20.0;1344000;1651225283.1794493
22;20.0;1408000;1651225386.1672518
23;20.0;1472000;1651225488.7070186
24;20.0;1536000;1651225591.7828226
25;20.0;1600000;1651225694.8617105
26;20.0;1664000;1651225798.2453885
27;20.0;1728000;1651225901.8175037
28;20.0;1792000;1651226005.1735322
29;20.0;1856000;1651226108.3150878
30;20.0;1920000;1651226212.6280618
31;20.0;1984000;1651226320.358123
32;20.0;2048000;1651226423.3628669
33;20.0;2112000;1651226526.427927
34;20.0;2176000;1651226629.7268875
35;20.0;2240000;1651226732.8281178
36;20.0;2304000;1651226839.0864298
37;20.0;2368000;1651226941.8316705
38;20.0;2432000;1651227045.712487
39;20.0;2496000;1651227150.7026362
40;20.0;2560000;1651227253.755776
41;20.0;2624000;1651227356.8102305
42;20.0;2688000;1651227460.0687454
43;20.0;2752000;1651227562.7711542
44;20.0;2816000;1651227665.6315699
45;20.0;2880000;1651227768.910502
46;20.0;2944000;1651227871.9933336
47;20.0;3008000;1651227975.039909
48;20.0;3072000;1651228077.5776083
49;20.0;3136000;1651228181.204266
50;20.0;3200000;1651228284.5803127
51;20.0;3264000;1651228387.1576767
52;20.0;3328000;1651228490.1386628
53;20.0;3392000;1651228592.22893
54;20.0;3456000;1651228694.7784088
55;20.0;3520000;1651228797.558598
56;20.0;3584000;1651228900.88697
57;20.0;3648000;1651229003.390834
58;20.0;3712000;1651229106.221346
59;20.0;3776000;1651229208.9865034
60;20.0;3840000;1651229312.5869322
61;20.0;3904000;1651229415.8759809
62;20.0;3968000;1651229518.887316
63;20.0;4032000;1651229621.7295709
64;20.0;4096000;1651229725.0181403
65;20.0;4160000;1651229828.6770716
66;20.0;4224000;1651229931.870809
67;20.0;4288000;1651230034.8644392
68;20.0;4352000;1651230137.727958
69;20.0;4416000;1651230240.3432171
70;20.0;4480000;1651230343.2373457
71;20.0;4544000;1651230446.307572
72;20.0;4608000;1651230549.335315
73;20.0;4672000;1651230652.471623
74;20.0;4736000;1651230755.7485847
75;20.0;4800000;1651230859.2504747
76;20.0;4864000;1651230963.1135874
77;20.0;4928000;1651231068.0797482
78;20.0;4992000;1651231171.4342115
79;20.0;5056000;1651231274.6704257
80;20.0;5120000;1651231378.0190403
81;20.0;5184000;1651231481.1115785
82;20.0;5248000;1651231584.697294
83;20.0;5312000;1651231687.4967222
84;20.0;5376000;1651231790.6935482
85;20.0;5440000;1651231894.4587128
86;20.0;5504000;1651231997.4114242
87;20.0;5568000;1651232099.0691364
88;20.0;5632000;1651232202.4084437
89;20.0;5696000;1651232305.6921194
90;20.0;5760000;1651232408.6023924
91;20.0;5824000;1651232511.8246608
92;20.0;5888000;1651232615.4539006
93;20.0;5952000;1651232718.935012
94;20.0;6016000;1651232822.1150644
95;20.0;6080000;1651232925.5522223
96;20.0;6144000;1651233028.5719035
97;20.0;6208000;1651233131.976004
98;20.0;6272000;1651233235.4482262
99;20.0;6336000;1651233338.9666324
100;20.0;6400000;1651233441.2920825
101;20.0;6464000;1651233541.0772445
102;20.0;6528000;1651233642.927788
103;20.0;6592000;1651233746.2297385
104;20.0;6656000;1651233849.7651694
105;20.0;6720000;1651233952.0607634
106;20.0;6784000;1651234055.9369805
107;20.0;6848000;1651234159.5043628
108;20.0;6912000;1651234263.0320017
109;20.0;6976000;1651234366.0458844
110;20.0;7040000;1651234468.8860497
111;20.0;7104000;1651234572.021982
112;20.0;7168000;1651234675.1013894
113;20.0;7232000;1651234777.879965
114;20.0;7296000;1651234880.6849372
115;20.0;7360000;1651234984.1157823
116;20.0;7424000;1651235087.7581632
117;20.0;7488000;1651235191.1400163
