;test/length;Steps;Wall_Time
0;20.0;0;1650777554.8866568
1;20.0;256000;1650777683.199054
2;20.0;512000;1650777811.5508177
3;20.0;768000;1650777939.8270838
4;20.0;1024000;1650778067.7734966
5;20.0;1280000;1650778195.7004194
6;20.0;1536000;1650778323.8125083
7;20.0;1792000;1650778451.5272763
8;20.0;2048000;1650778579.5885541
9;20.0;2304000;1650778707.4900615
10;20.0;2560000;1650778835.5995681
11;20.0;2816000;1650778963.9462838
12;20.0;3072000;1650779092.1795313
13;20.0;3328000;1650779220.348148
14;20.0;3584000;1650779348.5147772
15;20.0;3840000;1650779476.811612
16;20.0;4096000;1650779608.3807387
17;20.0;4352000;1650779741.3387904
18;20.0;4608000;1650779869.178905
19;20.0;4864000;1650779996.6823575
20;20.0;5120000;1650780124.0231116
21;20.0;5376000;1650780251.6138718
22;20.0;5632000;1650780378.9908845
23;20.0;5888000;1650780506.2868695
24;20.0;6144000;1650780633.724563
25;20.0;6400000;1650780761.636478
26;20.0;6656000;1650780888.9939795
27;20.0;6912000;1650781016.5025306
28;20.0;7168000;1650781144.7254555
29;20.0;7424000;1650781272.1207204
30;20.0;7680000;1650781400.548328
31;20.0;7936000;1650781529.0557218
32;20.0;8192000;1650781657.3662646
33;20.0;8448000;1650781785.1057594
34;20.0;8704000;1650781913.2251985
35;20.0;8960000;1650782041.2473044
36;20.0;9216000;1650782168.9188838
37;20.0;9472000;1650782296.4404948
38;20.0;9728000;1650782437.9698176
39;20.0;9984000;1650782582.2207026
40;20.0;10240000;1650782718.3553162
41;20.0;10496000;1650782846.2191281
42;20.0;10752000;1650782974.330109
43;20.0;11008000;1650783101.6278589
44;20.0;11264000;1650783229.0684862
45;20.0;11520000;1650783356.3492236
46;20.0;11776000;1650783489.528109
47;20.0;12032000;1650783631.2566662
48;20.0;12288000;1650783758.3249073
49;20.0;12544000;1650783885.918876
50;20.0;12800000;1650784013.8924367
