;train/length;Steps;Wall_Time
0;20.0;7680;1650821668.2096865
1;20.0;15360;1650821671.8204339
2;20.0;20480;1650821674.2071173
3;20.0;40960;1650821683.7471168
4;20.0;43520;1650821684.9501662
5;20.0;46080;1650821686.1489866
6;20.0;56320;1650821690.954919
7;20.0;58880;1650821692.1556084
8;20.0;61440;1650821693.3443248
9;20.0;74240;1650821699.2778435
10;20.0;79360;1650821701.6692395
11;20.0;84480;1650821704.05192
12;20.0;97280;1650821710.0000112
13;20.0;102400;1650821712.3867397
14;20.0;110080;1650821715.9775798
15;20.0;128000;1650821724.3151925
16;20.0;133120;1650821726.6944864
17;20.0;135680;1650821727.873867
18;20.0;145920;1650821732.6353862
19;20.0;171520;1650821744.482547
20;20.0;174080;1650821745.6665645
21;20.0;179200;1650821748.059477
22;20.0;186880;1650821751.6426039
23;20.0;202240;1650821758.7743793
24;20.0;209920;1650821762.3274853
25;20.0;212480;1650821763.5072837
26;20.0;217600;1650821765.880942
27;20.0;220160;1650821767.0838559
28;20.0;230400;1650821771.8922904
29;20.0;243200;1650821777.858183
30;20.0;245760;1650821779.0772798
31;20.0;248320;1650821780.2975762
32;20.0;256000;1650821783.8659124
33;20.0;261120;1650821805.7573211
34;20.0;268800;1650821809.3368144
35;20.0;273920;1650821811.693388
36;20.0;276480;1650821812.8743768
37;20.0;286720;1650821817.6255229
38;20.0;299520;1650821823.6317215
39;20.0;304640;1650821826.0003788
40;20.0;312320;1650821829.5764964
41;20.0;314880;1650821830.7730072
42;20.0;327680;1650821836.7359989
43;20.0;337920;1650821841.5156088
44;20.0;345600;1650821845.1419816
45;20.0;350720;1650821847.5121408
46;20.0;355840;1650821849.8803756
47;20.0;358400;1650821851.0768192
48;20.0;366080;1650821854.6656098
49;20.0;373760;1650821858.2402773
50;20.0;376320;1650821859.4191322
51;20.0;384000;1650821863.1227102
52;20.0;389120;1650821865.519956
53;20.0;396800;1650821869.0788314
54;20.0;401920;1650821871.4746184
55;20.0;412160;1650821876.251606
56;20.0;414720;1650821877.4275243
57;20.0;424960;1650821882.2445102
58;20.0;430080;1650821884.6456137
59;20.0;440320;1650821889.3914359
60;20.0;450560;1650821894.1776805
61;20.0;483840;1650821909.7202744
62;20.0;488960;1650821912.1095338
63;20.0;499200;1650821916.9008396
64;20.0;509440;1650821921.699094
65;20.0;517120;1650821944.969853
66;20.0;519680;1650821946.1822064
67;20.0;522240;1650821947.3830147
68;20.0;527360;1650821949.7917578
69;20.0;529920;1650821950.9678671
70;20.0;542720;1650821956.9537432
71;20.0;545280;1650821958.1567094
72;20.0;547840;1650821959.340408
73;20.0;550400;1650821960.5196986
74;20.0;555520;1650821962.8651605
75;20.0;563200;1650821966.455072
76;20.0;565760;1650821967.6517837
77;20.0;568320;1650821968.8432918
78;20.0;573440;1650821971.2225244
79;20.0;578560;1650821973.6020217
80;20.0;583680;1650821975.975004
