;train/length;Steps;Wall_Time
0;7.0546875;3612;1649701669.6216106
1;7.26953125;7334;1649701672.0841858
2;7.453125;11150;1649701674.5735707
3;7.6015625;15042;1649701677.1447637
4;7.5234375;18894;1649701680.3464625
5;7.775390625;22875;1649701682.9317603
6;7.916015625;26928;1649701685.7990642
7;7.78515625;30914;1649701688.424078
8;7.984375;35002;1649701691.1346843
9;8.10546875;39152;1649701693.8331244
10;8.11328125;43306;1649701696.6059086
11;8.1015625;47454;1649701699.3175147
12;8.236328125;51671;1649701702.1225119
13;8.21875;55879;1649701704.8909414
14;8.4921875;60227;1649701707.6952124
15;8.591796875;64626;1649701710.5528457
16;8.755859375;69109;1649701713.712064
17;8.876953125;73654;1649701716.8352683
18;9.259765625;78395;1649701719.8535485
19;9.365234375;83190;1649701723.3026674
20;9.79296875;88204;1649701726.5324774
21;10.17578125;93414;1649701729.899777
22;10.5;98790;1649701733.3259382
23;10.89453125;104368;1649701738.4065385
24;11.421875;110216;1649701742.127857
25;11.564453125;116137;1649701746.376943
26;11.767578125;122162;1649701750.4344807
27;11.90625;128258;1649701754.702984
28;12.111328125;134459;1649701758.9208822
29;12.056640625;140632;1649701763.24367
30;12.08984375;146822;1649701767.221121
31;12.10546875;153020;1649701771.202192
32;12.2265625;159280;1649701775.2591438
33;12.12109375;165486;1649701779.6815312
34;12.115234375;171689;1649701783.6682577
35;12.0;177833;1649701787.6788776
36;12.248046875;184104;1649701791.6547658
37;12.400390625;190453;1649701795.936742
38;12.197265625;196698;1649701801.7353384
39;12.048828125;202867;1649701805.7153668
40;11.849609375;208934;1649701809.6753738
41;12.125;215142;1649701813.645877
42;12.072265625;221323;1649701817.6368322
43;12.150390625;227544;1649701821.6491954
44;12.240234375;233811;1649701825.6691387
45;12.064453125;239988;1649701829.6667871
46;12.00390625;246134;1649701833.6819074
47;11.859375;252206;1649701837.6292355
48;12.138671875;258421;1649701841.5912492
49;12.18359375;264659;1649701845.6042678
50;11.806640625;270704;1649701849.551119
51;12.064453125;276881;1649701853.4848707
52;11.888671875;282968;1649701857.417162
53;11.94140625;289082;1649701861.3408194
54;11.78125;295114;1649701865.239135
55;11.890625;301202;1649701869.1292534
56;11.712890625;307199;1649701873.0270672
57;12.015625;313351;1649701876.9297838
58;11.900390625;319444;1649701880.858714
59;11.921875;325548;1649701884.8051312
60;12.09765625;331742;1649701888.753589
61;12.08984375;337932;1649701892.726588
62;12.4140625;344288;1649701896.7749348
63;12.388671875;350631;1649701900.9227457
64;12.59765625;357081;1649701905.0099967
65;12.80078125;363635;1649701910.9005916
66;12.697265625;370136;1649701915.4138763
67;12.98828125;376786;1649701919.6657393
68;12.994140625;383439;1649701924.3669512
69;13.0859375;390139;1649701928.7974224
70;12.986328125;396788;1649701934.7885416
71;12.98828125;403438;1649701939.0592668
72;13.173828125;410183;1649701943.3752077
73;12.78515625;416729;1649701948.1166487
74;12.85546875;423311;1649701952.3170736
75;12.765625;429847;1649701956.5549183
76;12.646484375;436322;1649701960.7136955
77;12.51953125;442732;1649701964.8450747
78;12.744140625;449257;1649701969.044647
79;12.658203125;455738;1649701973.2114983
80;12.619140625;462199;1649701977.3353515
81;12.642578125;468672;1649701981.499715
82;12.505859375;475075;1649701985.6255364
83;12.59765625;481525;1649701989.7576997
84;12.630859375;487992;1649701993.9560926
85;12.685546875;494487;1649701998.099728
86;12.5703125;500923;1649702002.238215
87;12.8671875;507511;1649702006.4422998
88;12.98046875;514157;1649702010.6742072
89;13.068359375;520848;1649702014.9548705
90;13.037109375;527523;1649702019.2574983
91;13.037109375;534198;1649702023.5251098
92;13.05859375;540884;1649702027.8374658
93;13.115234375;547599;1649702032.1546144
94;13.193359375;554354;1649702036.4717405
95;13.20703125;561116;1649702041.2234874
96;13.23046875;567890;1649702045.543571
97;13.173828125;574635;1649702050.3239052
98;13.2265625;581407;1649702054.6949506
99;13.10546875;588117;1649702058.9854436
100;13.345703125;594950;1649702063.3580832
101;13.48828125;601856;1649702068.571324
102;13.16796875;608598;1649702073.3684628
103;13.125;615318;1649702077.7091374
104;13.078125;622014;1649702081.979239
105;13.078125;628710;1649702086.249368
106;13.0859375;635410;1649702090.5633767
107;13.123046875;642129;1649702094.851301
108;13.078125;648825;1649702099.1394973
109;13.017578125;655490;1649702103.4414697
110;12.984375;662138;1649702107.6995003
111;13.095703125;668843;1649702112.0107198
112;13.095703125;675548;1649702116.3199275
113;13.025390625;682217;1649702120.5994127
114;13.037109375;688892;1649702124.9548252
115;13.208984375;695655;1649702129.3100853
116;13.119140625;702372;1649702133.6157155
117;13.271484375;709167;1649702138.0343099
118;13.43359375;716045;1649702142.4351852
119;13.3671875;722889;1649702146.8144078
120;13.50390625;729803;1649702151.258736
121;13.64453125;736789;1649702156.1882424
122;13.982421875;743948;1649702161.247831
