;train/length;Steps;Wall_Time
0;4.5361552238464355;7680;1651414773.9888186
1;4.601082801818848;15360;1651414778.8454754
2;4.551537036895752;20480;1651414782.0664828
3;4.947368621826172;40960;1651414795.0205574
4;4.9788055419921875;43520;1651414796.634616
5;4.9384613037109375;46080;1651414798.2596982
6;4.894433975219727;56320;1651414804.6329238
7;4.863893985748291;58880;1651414806.3023636
8;4.902723789215088;61440;1651414807.910233
9;4.96868896484375;74240;1651414815.9845006
10;4.9763312339782715;79360;1651414819.179777
11;5.188492298126221;84480;1651414822.353617
12;5.120481967926025;97280;1651414830.3978171
13;5.103379726409912;102400;1651414833.5878613
14;5.089820384979248;110080;1651414838.3694644
15;5.259793758392334;128000;1651414849.5922904
16;5.229508399963379;133120;1651414852.7802975
17;5.172131061553955;135680;1651414854.3815317
18;5.216000080108643;145920;1651414860.7645018
19;5.271398544311523;171520;1651414876.712768
20;5.176938533782959;174080;1651414878.30365
21;5.1479997634887695;179200;1651414881.4695675
22;5.215446949005127;186880;1651414886.3011205
23;5.252048969268799;202240;1651414895.8142743
24;5.187878608703613;209920;1651414900.6146197
25;5.240740776062012;212480;1651414902.273545
26;5.3987603187561035;217600;1651414905.4289627
27;5.242171287536621;220160;1651414907.0250971
28;5.326315879821777;230400;1651414913.3460128
29;5.269547462463379;243200;1651414921.314795
30;5.163346767425537;245760;1651414922.9054718
31;5.1970953941345215;248320;1651414924.4906857
32;5.18864107131958;256000;1651414929.287311
33;5.282786846160889;261120;1651414935.3258572
34;5.220407962799072;268800;1651414940.082782
35;5.261316776275635;273920;1651414943.3185472
36;5.288934230804443;276480;1651414944.9143603
37;5.336820125579834;286720;1651414951.2471855
38;5.189516067504883;299520;1651414959.1559575
39;5.294736862182617;304640;1651414962.4224293
40;5.3628692626953125;312320;1651414967.180779
41;5.414376258850098;314880;1651414968.7689939
42;5.32572603225708;327680;1651414976.6817434
43;5.48109245300293;337920;1651414983.0465615
44;5.380042552947998;345600;1651414987.7996402
45;5.266384601593018;350720;1651414990.9878988
46;5.240165710449219;355840;1651414994.1634703
47;5.346311569213867;358400;1651414995.748473
48;5.439914226531982;366080;1651415000.5526671
49;5.317327976226807;373760;1651415005.334031
50;5.371133804321289;376320;1651415006.8946822
51;5.548936367034912;384000;1651415011.5903687
52;5.320166110992432;389120;1651415014.7490199
53;5.2889814376831055;396800;1651415019.5746143
54;5.412631511688232;401920;1651415022.7144604
55;5.388655662536621;412160;1651415029.0642798
56;5.475584030151367;414720;1651415030.680699
57;5.448718070983887;424960;1651415037.06519
58;5.441810131072998;430080;1651415040.3219028
59;5.320674896240234;440320;1651415046.661635
60;5.5779218673706055;450560;1651415053.0979273
61;5.479302883148193;483840;1651415073.8324761
62;5.562770366668701;488960;1651415077.1035585
63;5.637969017028809;499200;1651415083.4491098
64;5.636569023132324;509440;1651415089.7817109
65;5.511627674102783;517120;1651415097.6231852
66;5.563192844390869;519680;1651415099.2139595
67;5.452991485595703;522240;1651415100.8090026
68;5.4306721687316895;527360;1651415103.9809213
69;5.586812973022461;529920;1651415105.5434635
70;5.503225803375244;542720;1651415113.4767513
71;5.511982440948486;545280;1651415115.0701847
72;5.625820636749268;547840;1651415116.7297208
73;5.650000095367432;550400;1651415118.3283043
74;5.6369709968566895;555520;1651415121.493513
75;5.5791754722595215;563200;1651415126.2753565
76;5.384288787841797;565760;1651415127.88799
77;5.5182013511657715;568320;1651415129.4841628
78;5.627155303955078;573440;1651415132.66709
79;5.593478202819824;578560;1651415135.867996
80;5.607758522033691;583680;1651415139.0277305
81;5.544053077697754;588800;1651415142.168315
82;5.620087146759033;596480;1651415146.9504125
83;5.621681213378906;604160;1651415151.7016006
84;5.532894611358643;614400;1651415158.1546242
85;5.611842155456543;622080;1651415162.9176488
86;5.635964870452881;642560;1651415175.6751497
87;5.70945930480957;647680;1651415178.8607416
88;5.720620632171631;655360;1651415183.6016119
89;5.66090726852417;660480;1651415186.8013544
90;5.720090389251709;668160;1651415191.5695126
91;5.721719264984131;696320;1651415209.0585055
92;5.595238208770752;706560;1651415215.4987254
93;5.693002223968506;711680;1651415218.631587
94;5.7092509269714355;719360;1651415223.337891
95;5.831818103790283;721920;1651415224.9034827
96;5.681318759918213;729600;1651415229.6819656
97;5.703296661376953;734720;1651415232.9549093
98;5.787810325622559;762880;1651415250.3651907
99;5.976905345916748;768000;1651415253.594191
100;5.834841728210449;773120;1651415259.9559746
101;5.7848968505859375;775680;1651415261.5280387
102;5.7680182456970215;783360;1651415266.2719572
103;5.848275661468506;788480;1651415269.4619205
104;5.734649181365967;803840;1651415278.9405048
105;5.824324131011963;824320;1651415291.6838636
106;5.766055107116699;829440;1651415294.8672311
107;5.838709831237793;832000;1651415296.4330888
108;5.788418769836426;834560;1651415298.0139005
109;5.752809047698975;837120;1651415299.598451
110;5.757990837097168;839680;1651415301.1767204
111;5.846153736114502;842240;1651415302.7539291
112;5.858108043670654;852480;1651415309.0512874
113;5.91724157333374;855040;1651415310.7087998
114;5.897025108337402;867840;1651415318.6006212
115;5.867749214172363;870400;1651415320.18294
116;5.905311584472656;872960;1651415321.764302
117;5.917050838470459;875520;1651415323.3238294
118;5.82618522644043;878080;1651415324.8860018
119;5.734375;880640;1651415326.4636846
120;5.9176201820373535;903680;1651415340.725397
121;5.911832809448242;906240;1651415342.3061116
122;5.7977776527404785;911360;1651415345.4272451
123;5.862069129943848;913920;1651415346.9871738
124;5.9178080558776855;931840;1651415357.9927063
125;5.97429895401001;949760;1651415369.0490825
126;5.909523963928223;954880;1651415372.1960378
127;5.890160083770752;960000;1651415375.3141627
