;update/loss/actor;Steps;Wall_Time
0;0.14151912927627563;3;1651184320.2223175
1;0.1431894749403;6;1651184323.880202
2;0.13511718809604645;8;1651184326.4712825
3;0.1351601630449295;9;1651184327.78942
4;0.13365277647972107;11;1651184330.4742126
5;0.1292353719472885;16;1651184336.95622
6;0.12779316306114197;17;1651184338.138202
7;0.12625065445899963;18;1651184339.6508665
8;0.12105744332075119;22;1651184344.8433394
9;0.11994077265262604;23;1651184346.1692898
10;0.11947667598724365;24;1651184347.3506653
11;0.11703501641750336;29;1651184354.0525744
12;0.11649097502231598;30;1651184355.222122
13;0.11552319675683975;31;1651184356.544123
14;0.11455118656158447;33;1651184359.2132215
15;0.1127297580242157;38;1651184365.6735394
16;0.11198409646749496;40;1651184368.3522158
17;0.11096227914094925;43;1651184372.2979505
18;0.10902373492717743;50;1651184381.5245857
19;0.10858803242444992;52;1651184383.9887269
20;0.10823222249746323;53;1651184385.342447
21;0.10728587210178375;56;1651184389.3513944
22;0.10705846548080444;57;1651184390.532768
23;0.1068955659866333;61;1651184395.871611
24;0.10657386481761932;64;1651184399.7000532
25;0.10691860318183899;67;1651184403.7233498
26;0.10686752200126648;68;1651184405.0646982
27;0.1070251315832138;69;1651184406.2078013
28;0.10687986761331558;70;1651184407.4893181
29;0.10641876608133316;73;1651184411.3239658
30;0.10570425540208817;79;1651184419.219427
31;0.10576493293046951;82;1651184423.0283582
32;0.10560242086648941;83;1651184424.328097
33;0.10564716160297394;85;1651184426.974966
34;0.10556349903345108;86;1651184428.107226
35;0.10516353696584702;88;1651184430.6297514
36;0.104838527739048;90;1651184433.354931
37;0.10424783825874329;93;1651184437.1797538
38;0.10413043946027756;95;1651184439.657307
39;0.10406280308961868;96;1651184441.1578076
40;0.10389473289251328;97;1651184442.3365445
41;0.10360778868198395;100;1651184446.3699071
42;0.10328555852174759;101;1651184489.4877884
43;0.1028279960155487;102;1651184490.827488
44;0.10175234824419022;104;1651184493.520747
45;0.10125740617513657;105;1651184494.8611887
46;0.10095096379518509;107;1651184497.5502994
47;0.10068785399198532;108;1651184498.7323065
48;0.09931586682796478;112;1651184503.8833575
49;0.09792089462280273;117;1651184510.5322661
50;0.09756861627101898;119;1651184513.057764
51;0.09753388911485672;120;1651184514.3878555
52;0.09735327959060669;122;1651184517.0855677
53;0.09743300825357437;123;1651184518.4247918
54;0.09700501710176468;126;1651184522.2107105
55;0.09670641273260117;128;1651184524.8881416
56;0.09658282995223999;129;1651184526.212196
57;0.09656605124473572;132;1651184530.2455828
58;0.09631448984146118;133;1651184531.4258811
59;0.09606999158859253;135;1651184534.108639
60;0.09573628753423691;137;1651184536.6261265
61;0.09539268910884857;139;1651184539.4167473
62;0.09529663622379303;140;1651184540.609096
63;0.09542953222990036;141;1651184541.7846553
64;0.09512647241353989;143;1651184544.294985
65;0.09536585956811905;145;1651184546.8265157
66;0.09535013139247894;146;1651184548.0122051
67;0.09529433399438858;147;1651184549.1601129
68;0.09517410397529602;150;1651184552.8551004
69;0.09524580836296082;152;1651184555.3068879
70;0.0953085795044899;153;1651184556.4922953
71;0.0954047441482544;155;1651184558.8572528
72;0.0955919697880745;157;1651184561.4013782
73;0.09576491266489029;159;1651184563.7496777
74;0.0952315479516983;161;1651184566.0407126
75;0.0952119305729866;162;1651184567.2202983
76;0.09438377618789673;166;1651184571.865244
77;0.09429337829351425;168;1651184574.1940298
78;0.0943170040845871;172;1651184578.876635
79;0.09410279989242554;176;1651184583.5938296
80;0.09438630938529968;177;1651184584.9330804
81;0.0945216566324234;183;1651184592.4826434
82;0.0943608283996582;189;1651184600.0599866
83;0.0943811908364296;191;1651184602.5742073
84;0.0945947915315628;195;1651184607.5428593
85;0.09506458789110184;198;1651184611.3440573
86;0.09518931806087494;199;1651184612.5106275
87;0.0948072150349617;202;1651184656.3931663
88;0.09466201812028885;203;1651184657.7157488
89;0.09447668492794037;204;1651184658.8220496
90;0.09464802592992783;206;1651184661.3049037
91;0.0944780558347702;207;1651184662.6444414
92;0.09440229833126068;212;1651184669.165566
93;0.0943833664059639;213;1651184670.333262
94;0.09440016746520996;214;1651184671.6622663
95;0.09446191042661667;215;1651184672.92225
96;0.09447938203811646;216;1651184674.3122816
97;0.09467041492462158;217;1651184675.5373683
98;0.09485131502151489;219;1651184678.263988
99;0.09482826292514801;220;1651184679.4350846
100;0.09487134218215942;221;1651184680.7650616
101;0.09489650279283524;222;1651184681.9483316
102;0.09525421261787415;224;1651184684.623568
103;0.09506706148386002;226;1651184687.3047235
104;0.0955960601568222;228;1651184689.9635715
105;0.09536054730415344;230;1651184692.6427267
106;0.09580022841691971;233;1651184696.4532278
107;0.09571996331214905;236;1651184700.3083568
108;0.0960431694984436;237;1651184701.8068357
109;0.09623983502388;240;1651184705.6673017
110;0.09623401612043381;241;1651184707.005846
111;0.09640978276729584;243;1651184709.51554
112;0.0959882140159607;249;1651184717.3531249
113;0.09600546211004257;251;1651184720.044846
