;test/reward_std;Steps;Wall_Time
0;1.3251049518585205;0;1651251080.2839925
1;1.0956206321716309;51200;1651251103.2429576
2;1.1010515689849854;102400;1651251125.33431
3;1.2347415685653687;153600;1651251146.7894804
4;1.1428020000457764;204800;1651251168.5687773
5;1.019883155822754;256000;1651251189.994942
6;1.0795531272888184;307200;1651251211.4625037
7;1.0602871179580688;358400;1651251232.5227766
8;0.8307804465293884;409600;1651251253.6550286
9;0.8055314421653748;460800;1651251275.1537561
10;0.8250501751899719;512000;1651251296.2896378
11;0.7578194737434387;563200;1651251317.9556515
12;0.8871415853500366;614400;1651251339.40527
13;0.66548091173172;665600;1651251361.355082
14;0.6258811354637146;716800;1651251382.6717904
15;0.6654666662216187;768000;1651251404.0796974
16;0.7417979836463928;819200;1651251425.301446
17;0.5327332615852356;870400;1651251446.3708377
18;0.7010253071784973;921600;1651251468.1001
19;0.6303327083587646;972800;1651251489.7002723
20;0.6961928009986877;1024000;1651251511.7154596
21;0.6141383647918701;1075200;1651251532.7844362
22;0.6504934430122375;1126400;1651251554.0174508
23;0.6553418636322021;1177600;1651251574.8717525
24;0.5745060443878174;1228800;1651251595.74658
25;0.7223906517028809;1280000;1651251616.9136412
26;0.6716850996017456;1331200;1651251638.1750805
27;0.6946677565574646;1382400;1651251659.3317935
28;0.659389078617096;1433600;1651251680.6219978
29;0.6827009320259094;1484800;1651251702.194009
30;0.6593450307846069;1536000;1651251723.8020384
31;0.6623697876930237;1587200;1651251744.9764435
32;0.6953645944595337;1638400;1651251766.993724
33;0.6584056615829468;1689600;1651251788.5973918
34;0.6908963322639465;1740800;1651251810.0466864
35;0.6085366606712341;1792000;1651251831.4199266
36;0.6362828016281128;1843200;1651251853.959687
37;0.6507658362388611;1894400;1651251876.1392677
38;0.7310319542884827;1945600;1651251898.2535918
