;test/reward_std;Steps;Wall_Time
0;1.2357072830200195;0;1649464138.3241708
1;1.1407886743545532;256000;1649464294.1908755
2;1.0161092281341553;512000;1649464449.8313105
3;0.9866282939910889;768000;1649464605.6695714
4;0.9645717740058899;1024000;1649464761.9811983
5;0.9607966542243958;1280000;1649464918.1405873
6;0.9927406311035156;1536000;1649465073.9352164
7;1.0056148767471313;1792000;1649465229.942709
8;1.0331981182098389;2048000;1649465386.1752424
9;1.048824667930603;2304000;1649465542.2126093
10;1.0616302490234375;2560000;1649465698.0835958
11;1.0851913690567017;2816000;1649465853.7937636
12;1.1306177377700806;3072000;1649466009.7966447
13;1.1103180646896362;3328000;1649466165.7907374
14;1.1097126007080078;3584000;1649466321.999781
15;1.1294318437576294;3840000;1649466478.177435
16;1.1028441190719604;4096000;1649466634.4374554
17;1.1176124811172485;4352000;1649466790.735278
18;1.117414116859436;4608000;1649466946.9896858
19;1.138006329536438;4864000;1649467103.1605198
20;1.111236333847046;5120000;1649467259.4335856
21;1.1323126554489136;5376000;1649467415.3254642
22;1.1328198909759521;5632000;1649467570.907322
23;1.1111749410629272;5888000;1649467726.4090564
24;1.096840739250183;6144000;1649467881.7858417
25;1.1175717115402222;6400000;1649468037.4661224
26;1.1110340356826782;6656000;1649468192.6968246
27;1.1013133525848389;6912000;1649468347.8722155
28;1.1047043800354004;7168000;1649468503.6422694
29;1.095178246498108;7424000;1649468659.9413767
30;1.0959595441818237;7680000;1649468816.3510382
31;1.0793709754943848;7936000;1649468972.372446
32;1.0920060873031616;8192000;1649469128.5110586
33;1.086460828781128;8448000;1649469284.6267447
34;1.0564461946487427;8704000;1649469440.32281
35;1.0931916236877441;8960000;1649469596.1991973
36;1.116040587425232;9216000;1649469767.9108474
37;1.0964601039886475;9472000;1649469931.7772188
38;1.101759433746338;9728000;1649470086.674045
39;1.0679305791854858;9984000;1649470241.5562823
40;1.1060291528701782;10240000;1649470396.4462533
41;1.109175443649292;10496000;1649470551.44996
42;1.119343876838684;10752000;1649470706.3341503
43;1.1082173585891724;11008000;1649470861.5650847
44;1.0851819515228271;11264000;1649471016.9146059
45;1.0905219316482544;11520000;1649471171.8167496
46;1.1066237688064575;11776000;1649471326.6922567
47;1.1104220151901245;12032000;1649471481.5175457
48;1.0901809930801392;12288000;1649471636.2660234
49;1.0837918519973755;12544000;1649471791.0968614
50;1.1221448183059692;12800000;1649471945.9171271
51;1.0821894407272339;13056000;1649472100.8323102
52;1.062820553779602;13312000;1649472255.536667
53;1.0509746074676514;13568000;1649472410.1918674
54;1.053098201751709;13824000;1649472564.8539
55;1.0516153573989868;14080000;1649472719.668178
56;1.0433249473571777;14336000;1649472874.987048
57;1.0318905115127563;14592000;1649473030.5343578
58;1.0222573280334473;14848000;1649473186.5446475
59;0.9524363875389099;15104000;1649473343.0722575
60;0.9674900770187378;15360000;1649473499.263845
61;0.9596049785614014;15616000;1649473655.8712282
62;0.9841448068618774;15872000;1649473812.0266547
63;0.9971424341201782;16128000;1649473968.1552024
64;0.9770185947418213;16384000;1649474124.194767
