;update/loss/clip;Steps;Wall_Time
0;0.005317597649991512;999;1650785432.2190323
1;0.004351010080426931;1999;1650786828.551056
2;0.03227436915040016;2999;1650788221.2533116
3;0.001344864722341299;3999;1650789609.999896
4;0.013198894448578358;4999;1650791006.0596387
5;0.005643270444124937;5999;1650792395.2083452
6;-0.0010899384506046772;6999;1650793780.2164683
7;0.004838495049625635;7999;1650795173.0639014
8;0.011788720265030861;8999;1650796563.6962447
9;0.00882511306554079;9999;1650797951.5316408
10;0.007612355053424835;10999;1650799350.9118352
11;0.04308418929576874;11999;1650800741.530785
12;0.03259889408946037;12999;1650802134.3399181
13;0.004465384408831596;13999;1650803564.2687902
14;0.0017404204700142145;14999;1650804954.1700406
15;-0.0040299794636666775;15999;1650806343.0495834
16;0.0028629647567868233;16999;1650807736.5525224
17;0.0035386793315410614;17999;1650809183.0462067
18;0.001952683087438345;18999;1650810584.4375386
19;0.0035710528027266264;19999;1650811975.467981
20;0.0013889820547774434;20999;1650813381.9404056
21;-0.0014413903700187802;21999;1650814767.2421088
22;0.0021537761203944683;22999;1650816156.7835884
23;0.006057813763618469;23999;1650817548.6610854
24;0.0005839376826770604;24999;1650818934.6731799
25;0.0017028969014063478;25999;1650820320.691311
26;-0.005703202448785305;26999;1650821715.462585
27;0.007304771337658167;27999;1650823106.5907214
28;0.0002806238771881908;28999;1650824615.325053
29;0.0014979041879996657;29999;1650826009.2082262
