;update/loss/clip;Steps;Wall_Time
0;0.010616865009069443;999;1650826131.2730975
1;0.0059537687338888645;1999;1650827478.2173276
2;0.0024569551460444927;2999;1650828829.6484342
3;0.0027012680657207966;3999;1650830182.2048602
4;0.0011269795941188931;4999;1650831617.3689675
5;0.0006145572406239808;5999;1650833008.856104
6;0.0008508253376930952;6999;1650834377.1688852
7;0.001353892614133656;7999;1650835722.1604962
8;0.0006078625447116792;8999;1650837069.8020573
9;-0.00018333233310841024;9999;1650838415.797427
10;0.0031259057577699423;10999;1650839762.1393044
11;0.0008775871829129755;11999;1650841110.4899738
12;0.0009907603962346911;12999;1650842460.429323
13;0.0002096371172228828;13999;1650843810.6671774
14;0.0005035316571593285;14999;1650845155.645296
15;0.00031942164059728384;15999;1650846517.4758992
16;0.0006580447079613805;16999;1650847865.2635925
17;0.0010519562056288123;17999;1650849216.0733364
18;0.0004583067202474922;18999;1650850562.3207016
19;0.0001715936668915674;19999;1650851911.231807
20;0.0006266964483074844;20999;1650853260.1284044
21;0.0005351253203116357;21999;1650854608.7309573
22;9.765022696228698e-05;22999;1650856026.9553025
23;0.0004396042786538601;23999;1650857415.3003786
24;0.0003884129400830716;24999;1650858759.7130072
25;3.0556024285033345e-05;25999;1650860120.8073196
26;0.0005679347668774426;26999;1650861490.136849
27;-1.4639025721407961e-05;27999;1650862837.6789806
28;-0.00030521006556227803;28999;1650864186.4786558
29;0.0006505128694698215;29999;1650865533.261891
