;update/loss/clip;Steps;Wall_Time
0;0.010717694647610188;999;1649147658.0368948
1;0.003740613581612706;1999;1649148993.0626543
2;0.006473961286246777;2999;1649150329.5579338
3;0.00987598579376936;3999;1649151788.1286793
4;0.0027575509157031775;4999;1649153193.196865
5;0.002764359349384904;5999;1649154686.3903673
6;0.0015079432632774115;6999;1649156183.8370702
7;0.0010037043830379844;7999;1649157671.6261678
8;0.0016969414427876472;8999;1649159057.3034854
9;0.00044461412471719086;9999;1649160668.359589
10;0.00016787768981885165;10999;1649162294.3968263
11;0.000659967481624335;11999;1649163872.7854276
12;0.0009719604859128594;12999;1649165210.1416013
13;0.0009626885876059532;13999;1649166542.2220657
14;0.0004958768258802593;14999;1649167875.8433049
15;0.0009206680115312338;15999;1649169217.581242
16;0.000684137106873095;16999;1649170562.0234034
17;0.0008596270345151424;17999;1649171904.1680982
18;0.0007518060156144202;18999;1649173247.6469085
19;-0.00012389128096401691;19999;1649174588.351966
20;0.000959038850851357;20999;1649175929.2182534
21;0.0007892634603194892;21999;1649177266.5433764
22;0.00042133405804634094;22999;1649178596.7383108
23;0.000458410766441375;23999;1649179929.0939336
24;3.133396239718422e-05;24999;1649181263.6384122
25;0.0008015245548449457;25999;1649182603.7083104
26;0.0008216739515773952;26999;1649183941.5010424
27;0.0008792753797024488;27999;1649185275.1375692
28;0.0005093596410006285;28999;1649186613.367931
29;0.00017421859956812114;29999;1649187956.0665638
