;update/loss/clip;Steps;Wall_Time
0;0.06538978964090347;999;1650781599.678427
1;0.003552810987457633;1999;1650783002.8121834
2;0.029698004946112633;2999;1650784402.014698
3;0.008470114320516586;3999;1650785813.0789795
4;0.01871698908507824;4999;1650787192.3662198
5;0.02127985842525959;5999;1650788569.2673936
6;0.004263453651219606;6999;1650790000.9558153
7;0.00854489766061306;7999;1650791373.9727242
8;0.006034760735929012;8999;1650792779.434999
9;0.017254697158932686;9999;1650794147.1311426
10;0.009349878877401352;10999;1650795526.6218858
11;0.008924136869609356;11999;1650796911.5306468
12;0.06338171660900116;12999;1650798275.8128028
13;0.004424626473337412;13999;1650799674.1353436
14;0.006222485564649105;14999;1650801050.0807488
15;0.00835709273815155;15999;1650802421.594061
16;0.0058539616875350475;16999;1650803793.5318804
17;0.004916105419397354;17999;1650805157.4656541
18;0.0011092072818428278;18999;1650806520.4187615
19;0.004793955013155937;19999;1650807896.2838693
20;0.007104534190148115;20999;1650809264.5812066
21;0.0018863215809687972;21999;1650810633.91338
22;0.009507673792541027;22999;1650812000.1237586
23;0.0015603931387886405;23999;1650813365.181522
24;0.017099611461162567;24999;1650814733.614188
25;0.008129352703690529;25999;1650816102.5662444
26;0.0021135960705578327;26999;1650817484.233995
27;0.015353922732174397;27999;1650818847.9114487
28;0.00266528339125216;28999;1650820252.5862792
29;0.002065393142402172;29999;1650821615.8748393
