;update/loss/clip;Steps;Wall_Time
0;0.3777703046798706;999;1650785133.7296696
1;-0.0020423936657607555;1999;1650786499.0969286
2;0.0037547103129327297;2999;1650787861.8049855
3;0.01658402383327484;3999;1650789226.0859425
4;0.035602252930402756;4999;1650790595.4092405
5;-0.00701124407351017;5999;1650791963.4499342
6;0.01778624765574932;6999;1650793326.3925326
7;0.00601314939558506;7999;1650794695.2880976
8;0.013987124897539616;8999;1650796061.6438782
9;-0.011427911929786205;9999;1650797427.0935082
10;0.013572128489613533;10999;1650798791.990498
11;0.02545151673257351;11999;1650800156.7591653
12;-0.03409755975008011;12999;1650801522.0988042
13;-0.006891107652336359;13999;1650802888.5972698
14;0.015140710398554802;14999;1650804253.8286526
15;0.015606103464961052;15999;1650805617.8401666
16;0.03504905477166176;16999;1650806985.0558903
17;0.003607649588957429;17999;1650808351.2707822
18;0.0038860950153321028;18999;1650809715.8655713
19;0.00719534233212471;19999;1650811087.4344385
20;0.006159658078104258;20999;1650812454.1314309
21;0.0015118391020223498;21999;1650813820.5524123
22;-0.0012823939323425293;22999;1650815188.1667197
23;0.010750668123364449;23999;1650816553.9142027
24;0.00505342660471797;24999;1650817920.4166546
25;0.0020778265316039324;25999;1650819286.1240144
26;1.8386926967650652e-05;26999;1650820657.0235145
27;-0.0010104962857440114;27999;1650822021.682975
28;0.0024313461035490036;28999;1650823393.0122168
29;2.4621496777399443e-05;29999;1650824756.1996071
