;actor_loss;Steps;Wall_Time
0;33.608436584472656;51200;1649680328.2910488
1;28.596654891967773;71680;1649680328.420053
2;11.56650161743164;153600;1649680328.9463155
3;10.18857192993164;163840;1649680329.0247598
4;4.380241870880127;215040;1649680329.3268228
5;3.6761410236358643;225280;1649680329.3891492
6;3.672705888748169;235520;1649680329.4538517
7;1.5197234153747559;286720;1649680329.7650933
8;1.0898816585540771;307200;1649680329.8877566
9;0.15089380741119385;378880;1649680330.3438094
10;0.18748855590820312;399360;1649680330.4660988
11;-0.12697573006153107;430080;1649680330.6509194
12;-1.4429861307144165;501760;1649680331.094102
13;-0.885817289352417;522240;1649680331.2223103
14;-0.8288807272911072;532480;1649680331.2831852
15;-0.3245515823364258;573440;1649680331.5379186
16;-0.4706652760505676;675840;1649680332.1705625
17;-0.44896581768989563;706560;1649680332.351469
18;-0.47692424058914185;737280;1649680332.5573044
19;-0.5399265289306641;798720;1649680332.9686816
20;-0.8012163639068604;829440;1649680333.1749148
21;-0.47576799988746643;870400;1649680333.4402237
22;-0.6184965968132019;911360;1649680333.6891623
23;-0.6087031364440918;962560;1649680333.9837527
24;-0.6373166441917419;972800;1649680334.046328
25;-2.8354029655456543;1064960;1649680337.4733448
26;-3.0059094429016113;1085440;1649680337.6049495
27;-3.434955358505249;1095680;1649680337.6759796
28;-3.0872137546539307;1136640;1649680337.9635513
29;-2.7624659538269043;1239040;1649680338.6771145
30;-2.3342604637145996;1300480;1649680339.0978744
31;-2.643820285797119;1372160;1649680339.5784695
32;-2.2445969581604004;1392640;1649680339.701645
33;-2.649840831756592;1413120;1649680339.8443215
34;-2.926842212677002;1454080;1649680340.119046
35;-2.5364694595336914;1484800;1649680340.3215091
36;-2.3853912353515625;1495040;1649680340.3895705
37;-2.131760358810425;1546240;1649680340.731962
38;-2.403204917907715;1597440;1649680341.0564122
39;-2.148573875427246;1638400;1649680341.3376963
40;-2.2889955043792725;1648640;1649680341.4073653
41;-3.0616097450256348;1710080;1649680341.7968893
42;-1.6901893615722656;1751040;1649680342.0704556
43;-2.0022261142730713;1792000;1649680342.3407369
44;-2.291691780090332;1925120;1649680343.2296205
45;-2.00363826751709;1945600;1649680343.3638506
46;-1.9253121614456177;1986560;1649680343.626937
47;-2.274573802947998;2058240;1649680346.7243984
48;-2.0598249435424805;2068480;1649680346.7966633
49;-2.4284064769744873;2078720;1649680346.8684037
50;-2.673035144805908;2160640;1649680347.3977094
51;-2.369816303253174;2181120;1649680347.5354686
52;-2.445417642593384;2191360;1649680347.5951416
53;-2.162198066711426;2211840;1649680347.7123375
54;-2.202547073364258;2242560;1649680347.8940332
55;-2.5558395385742188;2263040;1649680348.0143495
56;-2.0642499923706055;2283520;1649680348.133949
57;-2.3212623596191406;2304000;1649680348.2720327
58;-2.1592979431152344;2324480;1649680348.3966153
59;-1.7923567295074463;2375680;1649680348.7029135
60;-1.9828903675079346;2447360;1649680349.1321461
61;-1.7933363914489746;2580480;1649680349.9497705
62;-1.771050214767456;2631680;1649680350.3089485
63;-1.8880733251571655;2662400;1649680350.49727
64;-1.3266512155532837;2816000;1649680351.437484
65;-1.44733464717865;2867200;1649680351.7550116
66;-1.6751742362976074;2928640;1649680352.1246562
67;-1.5345721244812012;3041280;1649680352.7860942
68;-1.8179869651794434;3061760;1649680352.9015033
69;-1.5868152379989624;3123200;1649680356.0142477
70;-0.9947765469551086;3143680;1649680356.149496
71;-0.9589067697525024;3317760;1649680357.3351598
72;-0.9524120092391968;3338240;1649680357.4723382
73;-1.4404996633529663;3348480;1649680357.543101
74;-1.2131083011627197;3399680;1649680357.9056914
75;-0.9008976221084595;3409920;1649680357.972739
76;-0.8891478776931763;3461120;1649680358.3251946
77;-1.0521183013916016;3481600;1649680358.4515896
78;-1.127947211265564;3491840;1649680358.5082152
79;-0.9218341112136841;3614720;1649680359.3037462
80;-0.9399595260620117;3717120;1649680359.9420254
81;-0.6280899047851562;3788800;1649680360.3440773
82;-0.7199019193649292;3809280;1649680360.4801362
83;-0.4970241189002991;3829760;1649680360.6105099
84;-0.7120664715766907;3850240;1649680360.7367432
85;-0.6842474937438965;3870720;1649680360.8626165
86;-0.6427222490310669;3973120;1649680361.491418
87;-0.5140200853347778;4003840;1649680361.6930354
88;-0.6023942232131958;4044800;1649680361.9478893
89;-1.538364291191101;4147200;1649680365.2901843
90;-1.2673954963684082;4208640;1649680365.6723223
91;-1.5985666513442993;4218880;1649680365.735223
92;-1.1755039691925049;4239360;1649680365.8559864
93;-1.318549633026123;4300800;1649680366.2182353
94;-1.2915737628936768;4341760;1649680366.4617088
95;-1.3407869338989258;4392960;1649680366.772858
96;-1.1864278316497803;4464640;1649680367.2187622
97;-1.1221818923950195;4536320;1649680367.630259
98;-0.8872650861740112;4608000;1649680367.954403
99;-0.9941283464431763;4648960;1649680368.1409342
100;-1.164832353591919;4669440;1649680368.2355616
101;-1.0924853086471558;4761600;1649680368.6545765
102;-0.8265217542648315;4802560;1649680368.8744338
103;-0.8156982660293579;4966400;1649680369.8112998
104;-0.9187703132629395;5038080;1649680370.2353644
105;-0.9189186692237854;5079040;1649680370.4703593
106;-0.994404673576355;5109760;1649680370.6543078
107;-0.968885064125061;5171200;1649680373.6959114
108;-0.9033960103988647;5253120;1649680374.1794896
109;-0.8176672458648682;5345280;1649680374.7107823
110;-0.9934000968933105;5386240;1649680374.9539914
111;-0.7816942930221558;5427200;1649680375.209527
112;-0.7383575439453125;5509120;1649680375.6783533
113;-0.7663687467575073;5570560;1649680376.0537226
114;-0.7321147322654724;5580800;1649680376.114133
115;-0.719720184803009;5652480;1649680376.5426288
116;-0.7151102423667908;5734400;1649680377.0149684
117;-0.6078615188598633;5775360;1649680377.2558382
118;-0.6512967944145203;5847040;1649680377.7052925
119;-0.7224557399749756;5908480;1649680378.127719
120;-0.5755602717399597;5918720;1649680378.1955695
