;test/length_std;Steps;Wall_Time
0;0.0;0;1651158867.8696604
1;0.0;1024000;1651160027.3416257
2;0.0;2048000;1651161336.296636
3;0.0;3072000;1651162635.0067549
4;0.0;4096000;1651163932.436488
5;0.0;5120000;1651165229.8559792
6;0.0;6144000;1651166535.7796652
7;0.0;7168000;1651167835.1590223
8;0.0;8192000;1651169152.6477988
9;0.0;9216000;1651170454.2006998
10;0.0;10240000;1651171750.6339986
11;0.0;11264000;1651173046.1993616
12;0.0;12288000;1651174357.0202813
13;0.0;13312000;1651175661.5736694
14;0.0;14336000;1651176952.652793
15;0.0;15360000;1651178245.5280392
16;0.0;16384000;1651179532.4649808
17;0.0;17408000;1651180824.9529407
18;0.0;18432000;1651182115.4337287
19;0.0;19456000;1651183402.436001
20;0.0;20480000;1651184687.4340026
21;0.0;21504000;1651186587.436712
22;0.0;22528000;1651188530.1539636
23;0.0;23552000;1651190440.7444775
24;0.0;24576000;1651192350.888275
25;0.0;25600000;1651194261.6285665
26;0.0;26624000;1651196171.0814884
27;0.0;27648000;1651198082.6159573
28;0.0;28672000;1651199991.031683
29;0.0;29696000;1651201902.479959
30;0.0;30720000;1651203814.624176
31;0.0;31744000;1651205725.0860019
32;0.0;32768000;1651207635.955995
33;0.0;33792000;1651209548.247929
34;0.0;34816000;1651211457.980972
35;0.0;35840000;1651213371.183545
36;0.0;36864000;1651215282.3356698
37;0.0;37888000;1651217192.4170604
38;0.0;38912000;1651219102.824115
39;0.0;39936000;1651220991.0954692
40;0.0;40960000;1651222284.505717
41;0.0;41984000;1651223593.3296626
42;0.0;43008000;1651224887.6091046
43;0.0;44032000;1651226174.5859847
44;0.0;45056000;1651227465.0688636
45;0.0;46080000;1651228760.6182008
46;0.0;47104000;1651230049.6960967
47;0.0;48128000;1651231343.4240944
48;0.0;49152000;1651232653.788667
49;0.0;50176000;1651233962.9658947
50;0.0;51200000;1651235254.2903628
