;test/length_std;Steps;Wall_Time
0;0.0;0;1650887744.16725
1;0.0;256000;1650887843.0367568
2;0.0;512000;1650887942.2565217
3;0.0;768000;1650888040.4648733
4;0.0;1024000;1650888138.9991777
5;0.0;1280000;1650888237.4901989
6;0.0;1536000;1650888336.072213
7;0.0;1792000;1650888435.3873236
8;0.0;2048000;1650888534.4796836
9;0.0;2304000;1650888633.5012581
10;0.0;2560000;1650888732.476391
11;0.0;2816000;1650888831.8530009
12;0.0;3072000;1650888930.9032676
13;0.0;3328000;1650889029.4451032
14;0.0;3584000;1650889127.3013482
15;0.0;3840000;1650889225.6464157
16;0.0;4096000;1650889324.022958
17;0.0;4352000;1650889422.4380083
18;0.0;4608000;1650889520.364219
19;0.0;4864000;1650889618.6547585
20;0.0;5120000;1650889717.7569768
21;0.0;5376000;1650889816.78564
22;0.0;5632000;1650889915.830058
23;0.0;5888000;1650890014.4879944
24;0.0;6144000;1650890112.992876
25;0.0;6400000;1650890211.8304088
26;0.0;6656000;1650890310.487574
27;0.0;6912000;1650890409.192861
28;0.0;7168000;1650890507.8335624
29;0.0;7424000;1650890606.3910224
30;0.0;7680000;1650890705.0563347
31;0.0;7936000;1650890804.1138291
32;0.0;8192000;1650890902.750534
33;0.0;8448000;1650891001.2965353
34;0.0;8704000;1650891099.641108
35;0.0;8960000;1650891198.1277523
36;0.0;9216000;1650891296.3679175
37;0.0;9472000;1650891394.6741428
38;0.0;9728000;1650891493.3899555
39;0.0;9984000;1650891591.8231273
40;0.0;10240000;1650891690.509566
41;0.0;10496000;1650891788.9812827
42;0.0;10752000;1650891887.1778758
43;0.0;11008000;1650891985.8048878
44;0.0;11264000;1650892083.83931
45;0.0;11520000;1650892181.81133
46;0.0;11776000;1650892279.9974809
47;0.0;12032000;1650892378.1580064
48;0.0;12288000;1650892476.4966946
49;0.0;12544000;1650892574.9243245
50;0.0;12800000;1650892673.9389534
