;test/length_std;Steps;Wall_Time
0;0.0;0;1651177283.1223352
1;0.0;256000;1651177589.6116972
2;0.0;512000;1651177894.29256
3;0.0;768000;1651178198.219708
4;0.0;1024000;1651178503.6382136
5;0.0;1280000;1651178816.3902574
6;0.0;1536000;1651179118.9288795
7;0.0;1792000;1651179428.890577
8;0.0;2048000;1651179731.375528
9;0.0;2304000;1651180039.057941
10;0.0;2560000;1651180348.3878646
11;0.0;2816000;1651180655.5245347
12;0.0;3072000;1651180960.1525977
13;0.0;3328000;1651181266.2534297
14;0.0;3584000;1651181568.0234296
15;0.0;3840000;1651181873.3330488
16;0.0;4096000;1651182180.068537
17;0.0;4352000;1651182486.17277
18;0.0;4608000;1651182788.7762787
19;0.0;4864000;1651183092.816632
20;0.0;5120000;1651183400.3954065
21;0.0;5376000;1651183706.415193
22;0.0;5632000;1651184013.9206758
23;0.0;5888000;1651184317.5764027
24;0.0;6144000;1651184624.7371762
25;0.0;6400000;1651184935.2388933
26;0.0;6656000;1651185237.5586627
27;0.0;6912000;1651185541.8053417
28;0.0;7168000;1651185849.5209913
29;0.0;7424000;1651186152.4771314
30;0.0;7680000;1651186456.417225
31;0.0;7936000;1651186756.416433
32;0.0;8192000;1651187067.5549474
33;0.0;8448000;1651187368.9040039
34;0.0;8704000;1651187672.2640615
35;0.0;8960000;1651187976.6602411
36;0.0;9216000;1651188280.4976766
37;0.0;9472000;1651188583.9530501
38;0.0;9728000;1651188884.4472244
39;0.0;9984000;1651189194.3327737
40;0.0;10240000;1651189496.7227051
41;0.0;10496000;1651189801.629683
42;0.0;10752000;1651190108.1689894
43;0.0;11008000;1651190409.764915
44;0.0;11264000;1651190718.5588653
45;0.0;11520000;1651191021.5658867
46;0.0;11776000;1651191327.2449088
47;0.0;12032000;1651191630.2849882
48;0.0;12288000;1651191929.2502666
49;0.0;12544000;1651192238.6258523
50;0.0;12800000;1651192540.6105583
