;test/length_std;Steps;Wall_Time
0;0.0;0;1651100785.7618682
1;0.0;256000;1651100893.473552
2;0.0;512000;1651100993.4217923
3;0.0;768000;1651101086.6061156
4;0.0;1024000;1651101180.1940806
5;0.0;1280000;1651101272.923163
6;0.0;1536000;1651101366.71573
7;0.0;1792000;1651101460.947322
8;0.0;2048000;1651101554.9599557
9;0.0;2304000;1651101648.9181416
10;0.0;2560000;1651101743.5744524
11;0.0;2816000;1651101838.3387434
12;0.0;3072000;1651101933.056357
13;0.0;3328000;1651102027.724927
14;0.0;3584000;1651102121.8667002
15;0.0;3840000;1651102216.8654606
16;0.0;4096000;1651102311.6130183
17;0.0;4352000;1651102406.5822442
18;0.0;4608000;1651102501.1865735
19;0.0;4864000;1651102594.928232
20;0.0;5120000;1651102688.7297575
21;0.0;5376000;1651102782.462962
22;0.0;5632000;1651102876.5777495
23;0.0;5888000;1651102971.1200428
24;0.0;6144000;1651103065.9728012
25;0.0;6400000;1651103160.4112904
26;0.0;6656000;1651103254.6418133
27;0.0;6912000;1651103348.663034
28;0.0;7168000;1651103442.5407236
29;0.0;7424000;1651103536.7463763
30;0.0;7680000;1651103631.2718425
31;0.0;7936000;1651103725.4257352
32;0.0;8192000;1651103819.5580957
33;0.0;8448000;1651103914.2233925
34;0.0;8704000;1651104008.9694316
35;0.0;8960000;1651104103.5955057
36;0.0;9216000;1651104198.3422716
37;0.0;9472000;1651104292.6674607
38;0.0;9728000;1651104387.2041397
39;0.0;9984000;1651104481.8505578
40;0.0;10240000;1651104580.8308833
41;0.0;10496000;1651104676.893426
42;0.0;10752000;1651104771.9580376
43;0.0;11008000;1651104866.103521
44;0.0;11264000;1651104960.9792
45;0.0;11520000;1651105056.005948
46;0.0;11776000;1651105150.9231565
47;0.0;12032000;1651105245.7728064
48;0.0;12288000;1651105340.6854963
49;0.0;12544000;1651105435.0243971
50;0.0;12800000;1651105529.3838289
