;test/length_std;Steps;Wall_Time
0;0.0;0;1651355970.937318
1;0.0;256000;1651356112.7363787
2;0.0;512000;1651356258.1475267
3;0.0;768000;1651356399.8375695
4;0.0;1024000;1651356541.8738065
5;0.0;1280000;1651356683.3788664
6;0.0;1536000;1651356827.0646956
7;0.0;1792000;1651356968.9019003
8;0.0;2048000;1651357110.0977607
9;0.0;2304000;1651357251.0762646
10;0.0;2560000;1651357392.000959
11;0.0;2816000;1651357534.9056501
12;0.0;3072000;1651357678.601125
13;0.0;3328000;1651357821.6591017
14;0.0;3584000;1651357963.9690616
15;0.0;3840000;1651358105.872312
16;0.0;4096000;1651358249.2625897
17;0.0;4352000;1651358390.002171
18;0.0;4608000;1651358531.283556
19;0.0;4864000;1651358672.7296023
20;0.0;5120000;1651358815.7116985
21;0.0;5376000;1651358957.283475
22;0.0;5632000;1651359102.9025877
23;0.0;5888000;1651359244.7274122
24;0.0;6144000;1651359385.8880348
25;0.0;6400000;1651359531.175366
26;0.0;6656000;1651359672.6497617
27;0.0;6912000;1651359813.7004428
28;0.0;7168000;1651359955.1374042
29;0.0;7424000;1651360096.6526408
30;0.0;7680000;1651360237.6951017
31;0.0;7936000;1651360380.0266235
32;0.0;8192000;1651360521.572976
33;0.0;8448000;1651360662.2991126
34;0.0;8704000;1651360805.1887832
35;0.0;8960000;1651360947.9603786
36;0.0;9216000;1651361089.9708598
37;0.0;9472000;1651361231.3297102
38;0.0;9728000;1651361374.7152965
39;0.0;9984000;1651361520.3474503
40;0.0;10240000;1651361664.0354025
41;0.0;10496000;1651361805.1127734
42;0.0;10752000;1651361947.9968526
43;0.0;11008000;1651362090.1717904
44;0.0;11264000;1651362232.2859223
45;0.0;11520000;1651362374.190285
46;0.0;11776000;1651362515.1244147
47;0.0;12032000;1651362656.7639623
48;0.0;12288000;1651362799.2013156
49;0.0;12544000;1651362942.1320598
50;0.0;12800000;1651363087.1495318
