;test/length_std;Steps;Wall_Time
0;0.0;0;1649503118.4644575
1;0.0;256000;1649503241.2686262
2;0.0;512000;1649503364.1203556
3;0.0;768000;1649503486.8924026
4;0.0;1024000;1649503609.5532367
5;0.0;1280000;1649503732.3736386
6;0.0;1536000;1649503855.2637887
7;0.0;1792000;1649503978.1719508
8;0.0;2048000;1649504101.038188
9;0.0;2304000;1649504224.1117454
10;0.0;2560000;1649504346.9565003
11;0.0;2816000;1649504469.2447646
12;0.0;3072000;1649504591.2016633
13;0.0;3328000;1649504713.3149188
14;0.0;3584000;1649504835.4271615
15;0.0;3840000;1649504957.5290115
16;0.0;4096000;1649505079.4607558
17;0.0;4352000;1649505201.5897396
18;0.0;4608000;1649505323.622238
19;0.0;4864000;1649505445.6999683
20;0.0;5120000;1649505567.9601803
21;0.0;5376000;1649505689.918368
22;0.0;5632000;1649505811.8395379
23;0.0;5888000;1649505933.7066307
24;0.0;6144000;1649506055.6257117
25;0.0;6400000;1649506178.097416
26;0.0;6656000;1649506301.0605607
27;0.0;6912000;1649506423.5006871
28;0.0;7168000;1649506545.4857783
29;0.0;7424000;1649506667.410024
30;0.0;7680000;1649506789.2791147
31;0.0;7936000;1649506911.2842174
32;0.0;8192000;1649507033.2422953
33;0.0;8448000;1649507155.3441997
34;0.0;8704000;1649507277.2970743
35;0.0;8960000;1649507399.2500172
36;0.0;9216000;1649507521.1401541
37;0.0;9472000;1649507643.0765572
38;0.0;9728000;1649507765.0665078
39;0.0;9984000;1649507887.044609
40;0.0;10240000;1649508009.0445879
41;0.0;10496000;1649508131.0518248
42;0.0;10752000;1649508253.119944
43;0.0;11008000;1649508375.1097987
44;0.0;11264000;1649508497.1669514
45;0.0;11520000;1649508619.1392653
46;0.0;11776000;1649508741.1119757
47;0.0;12032000;1649508863.045884
48;0.0;12288000;1649508985.0619946
49;0.0;12544000;1649509107.1152644
50;0.0;12800000;1649509228.9825282
