;test/length_std;Steps;Wall_Time
0;0.0;0;1651105546.8805988
1;0.0;256000;1651105640.8350224
2;0.0;512000;1651105734.424067
3;0.0;768000;1651105828.0381253
4;0.0;1024000;1651105921.8476157
5;0.0;1280000;1651106021.8425155
6;0.0;1536000;1651106131.5268211
7;0.0;1792000;1651106235.7065923
8;0.0;2048000;1651106329.5356317
9;0.0;2304000;1651106422.8824666
10;0.0;2560000;1651106516.3337014
11;0.0;2816000;1651106609.6320994
12;0.0;3072000;1651106702.9936435
13;0.0;3328000;1651106807.1800487
14;0.0;3584000;1651106900.741666
15;0.0;3840000;1651106994.1005714
16;0.0;4096000;1651107087.2514875
17;0.0;4352000;1651107180.5804677
18;0.0;4608000;1651107273.5491407
19;0.0;4864000;1651107366.592294
20;0.0;5120000;1651107462.7405832
21;0.0;5376000;1651107556.3858688
22;0.0;5632000;1651107649.844866
23;0.0;5888000;1651107742.8570259
24;0.0;6144000;1651107835.7310796
25;0.0;6400000;1651107928.7370903
26;0.0;6656000;1651108021.6484594
27;0.0;6912000;1651108114.6800208
28;0.0;7168000;1651108207.6745722
29;0.0;7424000;1651108300.9222229
30;0.0;7680000;1651108393.4637916
31;0.0;7936000;1651108486.5888796
32;0.0;8192000;1651108579.6430454
33;0.0;8448000;1651108672.799498
34;0.0;8704000;1651108765.673743
35;0.0;8960000;1651108859.2283075
36;0.0;9216000;1651108952.1766243
37;0.0;9472000;1651109045.0141957
38;0.0;9728000;1651109138.0944266
39;0.0;9984000;1651109231.2077985
40;0.0;10240000;1651109324.8802838
41;0.0;10496000;1651109418.2312233
42;0.0;10752000;1651109512.0453408
43;0.0;11008000;1651109605.6382022
44;0.0;11264000;1651109698.8872075
45;0.0;11520000;1651109791.9386525
46;0.0;11776000;1651109885.0625193
47;0.0;12032000;1651109978.1390753
48;0.0;12288000;1651110071.0392365
49;0.0;12544000;1651110164.061651
50;0.0;12800000;1651110256.6953826
