;nll;Steps;Wall_Time
0;40.56743621826172;0;1649634132.9731634
1;39.930747985839844;2560;1649634133.0415573
2;39.33300018310547;5120;1649634133.104937
3;37.941490173339844;7680;1649634133.172085
4;36.86790466308594;10240;1649634133.2424078
5;35.717498779296875;12800;1649634133.3114278
6;34.93235397338867;15360;1649634133.3685026
7;32.43162536621094;17920;1649634133.4395058
8;32.604347229003906;20480;1649634133.504198
9;31.47788429260254;23040;1649634133.58234
10;30.789398193359375;25600;1649634133.6465602
11;29.038837432861328;28160;1649634133.724924
12;26.894794464111328;30720;1649634133.7900686
13;25.90640640258789;33280;1649634133.8540826
14;24.613365173339844;35840;1649634133.9139078
15;24.038253784179688;38400;1649634133.986131
16;23.892343521118164;40960;1649634134.0508978
17;22.34192657470703;43520;1649634134.1224408
18;22.614017486572266;46080;1649634134.1932588
19;20.909473419189453;48640;1649634134.2648337
20;21.175264358520508;51200;1649634134.3290076
21;19.55387306213379;53760;1649634134.3963192
22;19.396312713623047;56320;1649634134.4615197
23;18.525896072387695;58880;1649634134.535908
24;18.28169822692871;61440;1649634134.6041973
25;17.634075164794922;64000;1649634134.6790187
26;17.1010684967041;66560;1649634134.74291
27;16.56507110595703;69120;1649634134.8194606
28;16.08424186706543;71680;1649634134.8874314
29;16.208723068237305;74240;1649634134.9546442
30;15.772326469421387;76800;1649634135.0259595
31;15.483602523803711;79360;1649634135.0979402
32;15.219715118408203;81920;1649634135.164116
33;14.541523933410645;84480;1649634135.2339141
34;14.400789260864258;87040;1649634135.2946799
35;13.973240852355957;89600;1649634135.3650172
36;14.199070930480957;92160;1649634135.4364629
37;13.705705642700195;94720;1649634135.5059118
38;13.690041542053223;97280;1649634135.5795028
39;13.078723907470703;99840;1649634135.6619859
40;13.301807403564453;102400;1649634135.7403502
41;13.256595611572266;104960;1649634135.8174965
42;12.419885635375977;107520;1649634135.8959677
43;12.453157424926758;110080;1649634135.9727783
44;12.237469673156738;112640;1649634136.0547683
45;12.346572875976562;115200;1649634136.1329362
46;12.672134399414062;117760;1649634136.208751
47;12.11231803894043;120320;1649634136.2820692
48;12.560028076171875;122880;1649634136.3485928
49;12.516777992248535;125440;1649634136.4237263
50;12.34351921081543;128000;1649634136.4984736
51;11.844703674316406;130560;1649634136.5732427
52;11.865150451660156;133120;1649634136.6464286
53;11.901039123535156;135680;1649634136.711544
54;12.022605895996094;138240;1649634136.778142
55;12.154448509216309;140800;1649634136.8420737
56;12.044319152832031;143360;1649634136.9066446
57;12.088972091674805;145920;1649634136.9792008
58;11.652463912963867;148480;1649634137.0588696
59;11.537025451660156;151040;1649634137.1316538
60;11.534477233886719;153600;1649634137.2028136
61;11.205754280090332;156160;1649634137.2789998
62;11.24831485748291;158720;1649634137.351917
63;11.5128755569458;161280;1649634137.4241772
64;11.570767402648926;163840;1649634137.4899192
65;11.036226272583008;166400;1649634137.5538752
66;11.020806312561035;168960;1649634137.6208136
67;11.194279670715332;171520;1649634137.6905265
68;11.156299591064453;174080;1649634137.7618973
69;11.448408126831055;176640;1649634137.828378
70;10.388036727905273;179200;1649634137.8920507
71;11.077339172363281;181760;1649634137.9558792
72;10.911823272705078;184320;1649634138.0247707
73;10.835166931152344;186880;1649634138.0963924
74;10.887781143188477;189440;1649634138.1640522
75;10.692852020263672;192000;1649634138.2357044
76;10.579950332641602;194560;1649634138.3007042
77;10.307328224182129;197120;1649634138.378774
78;9.810327529907227;199680;1649634138.4568243
79;10.301902770996094;202240;1649634138.5285907
80;9.976314544677734;204800;1649634138.5950968
81;10.298477172851562;207360;1649634138.6627176
82;9.701887130737305;209920;1649634138.7377973
83;10.179105758666992;212480;1649634138.809076
84;9.384767532348633;215040;1649634138.8735082
85;9.755424499511719;217600;1649634138.9395494
86;9.840287208557129;220160;1649634139.0073178
87;9.837783813476562;222720;1649634139.0802538
88;9.911476135253906;225280;1649634139.1531985
89;10.382463455200195;227840;1649634139.2311478
90;10.126116752624512;230400;1649634139.302258
91;9.797721862792969;232960;1649634139.3676817
92;10.541547775268555;235520;1649634139.4326484
93;10.622093200683594;238080;1649634139.5061283
94;10.140823364257812;240640;1649634139.5781035
95;10.147449493408203;243200;1649634139.64342
96;10.072582244873047;245760;1649634139.714026
97;10.166068077087402;248320;1649634139.787086
98;10.081296920776367;250880;1649634139.8485632
99;10.563032150268555;253440;1649634139.9113812
100;10.162633895874023;256000;1649634141.006443
101;10.16676139831543;258560;1649634141.077388
102;10.311606407165527;261120;1649634141.1514194
103;10.419880867004395;263680;1649634141.2190597
104;10.105546951293945;266240;1649634141.2890584
105;9.536046981811523;268800;1649634141.3611808
106;10.252816200256348;271360;1649634141.4364161
107;9.664356231689453;273920;1649634141.5083768
108;9.79063606262207;276480;1649634141.5772197
109;9.686635971069336;279040;1649634141.648922
110;10.392992973327637;281600;1649634141.7155006
111;9.835746765136719;284160;1649634141.788403
112;10.108221054077148;286720;1649634141.8625505
113;9.915970802307129;289280;1649634141.9295425
114;9.783474922180176;291840;1649634142.0024135
115;9.851579666137695;294400;1649634142.0680673
116;10.139681816101074;296960;1649634142.1437578
117;10.405424118041992;299520;1649634142.2158642
118;10.293500900268555;302080;1649634142.2922893
119;9.780649185180664;304640;1649634142.366764
120;9.670721054077148;307200;1649634142.4330952
121;9.638969421386719;309760;1649634142.5065444
122;9.443107604980469;312320;1649634142.565207
123;9.480926513671875;314880;1649634142.6303456
124;9.565662384033203;317440;1649634142.6998672
125;9.234238624572754;320000;1649634142.7774117
126;9.278302192687988;322560;1649634142.84399
127;9.313030242919922;325120;1649634142.908466
128;9.169480323791504;327680;1649634142.9801698
129;10.03866195678711;330240;1649634143.0636654
130;9.269979476928711;332800;1649634143.1381083
131;9.254288673400879;335360;1649634143.2122142
132;9.092962265014648;337920;1649634143.2844093
133;9.215185165405273;340480;1649634143.3530462
134;9.012417793273926;343040;1649634143.4234455
