;nll;Steps;Wall_Time
0;31.02956771850586;0;1649684652.0653374
1;31.520587921142578;12800;1649684652.1491275
2;32.36647033691406;25600;1649684652.2169108
3;34.14299392700195;38400;1649684652.2851162
4;33.258819580078125;51200;1649684652.3566844
5;34.33567428588867;64000;1649684652.4356298
6;34.19731903076172;76800;1649684652.4962468
7;34.83514404296875;89600;1649684652.5840538
8;35.469688415527344;102400;1649684652.6599739
9;34.940589904785156;115200;1649684652.7329624
10;36.37474060058594;128000;1649684652.7999704
11;36.17585754394531;140800;1649684652.8788958
12;36.77184295654297;153600;1649684652.9537652
13;34.115989685058594;166400;1649684653.0218186
14;36.28523254394531;179200;1649684653.0993145
15;36.95804214477539;192000;1649684653.1825073
16;35.23231506347656;204800;1649684653.258792
17;35.1629524230957;217600;1649684653.333005
18;35.92808532714844;230400;1649684653.4100852
19;36.55451965332031;243200;1649684653.4831028
20;35.958377838134766;256000;1649684653.563993
21;36.12042236328125;268800;1649684653.6457543
22;37.25779724121094;281600;1649684653.728006
23;38.50440979003906;294400;1649684653.7953165
24;35.90847396850586;307200;1649684653.8723574
25;36.096195220947266;320000;1649684653.9570253
26;36.08390808105469;332800;1649684654.0394332
27;35.68602752685547;345600;1649684654.1103518
28;34.564334869384766;358400;1649684654.1902094
29;36.151763916015625;371200;1649684654.2681892
30;34.51567077636719;384000;1649684654.3520498
31;33.721641540527344;396800;1649684654.422725
32;32.642982482910156;409600;1649684654.4928942
33;33.556007385253906;422400;1649684654.5720968
34;33.78879165649414;435200;1649684654.6497247
35;32.454559326171875;448000;1649684654.7333872
36;33.95343780517578;460800;1649684654.8132768
37;32.811317443847656;473600;1649684654.892155
38;32.96768569946289;486400;1649684654.9777305
39;32.22848129272461;499200;1649684655.0674398
40;32.80470275878906;512000;1649684655.1628196
41;32.95955276489258;524800;1649684655.252213
42;32.05420684814453;537600;1649684655.3416054
43;32.44792938232422;550400;1649684655.4336267
44;31.794078826904297;563200;1649684655.5225892
45;32.669918060302734;576000;1649684655.6148026
46;32.63243103027344;588800;1649684655.7060335
47;32.130714416503906;601600;1649684655.7949235
48;31.260534286499023;614400;1649684655.927209
49;32.18167495727539;627200;1649684656.0200245
50;31.552074432373047;640000;1649684656.09918
51;31.383085250854492;652800;1649684656.1888638
52;32.651458740234375;665600;1649684656.28014
53;32.308326721191406;678400;1649684656.3699489
54;31.663280487060547;691200;1649684656.460485
55;32.37177276611328;704000;1649684656.559486
56;31.969093322753906;716800;1649684656.6539195
57;31.655792236328125;729600;1649684656.7516232
58;31.22199058532715;742400;1649684656.8447278
59;30.811378479003906;755200;1649684656.9343343
60;31.990123748779297;768000;1649684657.0248942
61;31.387855529785156;780800;1649684657.1173072
62;32.1556282043457;793600;1649684657.2156394
63;31.98587417602539;806400;1649684657.307735
64;31.880102157592773;819200;1649684657.3989105
65;31.588743209838867;832000;1649684657.4961522
66;31.7456111907959;844800;1649684657.5927577
67;31.15521812438965;857600;1649684657.6809204
68;31.809228897094727;870400;1649684657.7716906
69;30.922191619873047;883200;1649684657.8640954
70;30.04010772705078;896000;1649684657.9536726
71;30.71645736694336;908800;1649684658.0326436
72;31.309289932250977;921600;1649684658.1178653
73;30.77172088623047;934400;1649684658.2120976
74;30.88165283203125;947200;1649684658.2969573
75;30.815898895263672;960000;1649684658.3862207
76;31.593603134155273;972800;1649684658.4686103
77;29.992416381835938;985600;1649684658.5608969
78;30.941551208496094;998400;1649684658.6426766
