;update/loss/vf;Steps;Wall_Time
0;1.7092645168304443;999;1650781599.6784506
1;1.0595639944076538;1999;1650783002.8122091
2;0.8808298110961914;2999;1650784402.0147219
3;1.0664827823638916;3999;1650785813.0790062
4;1.0196834802627563;4999;1650787192.366244
5;1.2980148792266846;5999;1650788569.2674205
6;0.17494630813598633;6999;1650790000.95584
7;0.171302929520607;7999;1650791373.9727485
8;0.11403242498636246;8999;1650792779.435023
9;0.5909147262573242;9999;1650794147.1311665
10;1.2778865098953247;10999;1650795526.62191
11;0.9074106812477112;11999;1650796911.5306857
12;1.183820128440857;12999;1650798275.8128269
13;1.1083528995513916;13999;1650799674.1353674
14;0.9428362846374512;14999;1650801050.0807729
15;1.0505191087722778;15999;1650802421.5940843
16;0.7882995009422302;16999;1650803793.5319042
17;0.8524125218391418;17999;1650805157.4656785
18;0.9070261716842651;18999;1650806520.4187856
19;0.7372214198112488;19999;1650807896.2838936
20;0.9279311895370483;20999;1650809264.5812309
21;0.7476281523704529;21999;1650810633.9134047
22;0.7971234917640686;22999;1650812000.1237824
23;0.840574324131012;23999;1650813365.1815457
24;1.0996711254119873;24999;1650814733.6142278
25;0.8795748949050903;25999;1650816102.566269
26;0.8980473875999451;26999;1650817484.2340193
27;0.8180891275405884;27999;1650818847.911473
28;0.8374070525169373;28999;1650820252.5863035
29;0.7760865688323975;29999;1650821615.8748631
