;update/loss/vf;Steps;Wall_Time
0;3.996386766433716;999;1649900080.043055
1;0.3812839388847351;1999;1649901546.8333557
2;0.2507273852825165;2999;1649902968.1357832
3;0.1860918253660202;3999;1649904337.5008621
4;0.2542317509651184;4999;1649905714.5264885
5;0.11231829226016998;5999;1649907097.484885
6;0.11309109628200531;6999;1649908470.608185
7;0.10889096558094025;7999;1649909873.8730917
8;0.16125427186489105;8999;1649911246.4252205
9;0.09544248133897781;9999;1649912615.6858094
10;0.09556886553764343;10999;1649914003.4700608
11;0.11188075691461563;11999;1649915379.2192287
12;0.11684233695268631;12999;1649916747.473279
13;0.08781243115663528;13999;1649918126.9987133
14;0.10063878446817398;14999;1649919498.3967218
15;0.12745369970798492;15999;1649920870.7398949
16;0.08501335233449936;16999;1649922283.32069
17;0.15229611098766327;17999;1649923655.3184268
18;0.10507674515247345;18999;1649925027.8174174
19;0.1076311245560646;19999;1649926404.3540976
20;0.15887881815433502;20999;1649927781.323113
21;0.17663638293743134;21999;1649929149.4938388
22;0.20132602751255035;22999;1649930524.4726245
23;0.15226060152053833;23999;1649931950.3185632
24;0.1683415025472641;24999;1649933324.4974763
25;0.2104790061712265;25999;1649934706.5242252
26;0.23348551988601685;26999;1649936139.340299
27;0.1565527468919754;27999;1649937515.711477
28;0.3735450506210327;28999;1649938885.4737222
29;0.2042774111032486;29999;1649940306.483567
