;update/loss/vf;Steps;Wall_Time
0;44.80971145629883;3;1651257558.2808337
1;44.65885543823242;6;1651257562.3091478
2;44.357521057128906;8;1651257565.0086846
3;42.49010467529297;16;1651257575.774642
4;42.0880126953125;17;1651257577.132641
5;41.606815338134766;18;1651257578.4816792
6;39.848609924316406;22;1651257583.8452475
7;39.41449737548828;23;1651257585.1950376
8;38.997474670410156;24;1651257586.532761
9;37.12929153442383;29;1651257593.2373765
10;36.4951057434082;31;1651257595.9271035
11;35.888240814208984;33;1651257598.641983
12;34.495948791503906;38;1651257605.3461132
13;33.95527648925781;40;1651257608.0564241
14;33.17994689941406;43;1651257612.091124
15;31.457740783691406;50;1651257621.4995313
16;30.937963485717773;52;1651257624.1737554
17;30.670345306396484;53;1651257625.5129237
18;29.5386905670166;57;1651257630.9190671
19;26.54343032836914;67;1651257644.4859672
20;26.232492446899414;68;1651257645.8282704
21;25.625015258789062;70;1651257648.5255814
22;24.723695755004883;73;1651257652.581315
23;23.07154655456543;79;1651257660.643023
24;22.319643020629883;82;1651257664.660885
25;22.077760696411133;83;1651257665.9977632
26;21.610462188720703;85;1651257668.6783733
27;21.382017135620117;86;1651257670.0203285
28;20.508380889892578;90;1651257675.4007506
29;19.510826110839844;95;1651257682.1559815
30;19.323348999023438;96;1651257683.5142224
31;19.141462326049805;97;1651257684.864453
32;18.609533309936523;100;1651257688.886087
33;17.722064971923828;102;1651257700.8040721
34;16.436668395996094;105;1651257704.8389351
35;15.578767776489258;107;1651257707.517279
36;15.163018226623535;108;1651257708.8663785
37;13.54758071899414;112;1651257714.283724
38;11.661916732788086;117;1651257721.033229
39;11.02288818359375;119;1651257723.7128062
40;10.105997085571289;122;1651257727.7381148
41;9.817883491516113;123;1651257729.0904808
42;8.430275917053223;128;1651257735.7879596
43;7.373668670654297;132;1651257741.176048
44;6.613622665405273;135;1651257745.231202
45;6.123480319976807;137;1651257747.9211414
46;5.677911758422852;139;1651257750.6124568
47;5.4372878074646;140;1651257751.9510725
48;4.774501323699951;143;1651257755.9755712
49;4.1541666984558105;146;1651257759.9907243
50;3.9520814418792725;147;1651257761.3251562
51;3.359663963317871;150;1651257765.4145758
52;3.0134193897247314;152;1651257768.1105535
53;2.5460081100463867;155;1651257772.1339724
54;2.2940895557403564;157;1651257774.8438492
55;1.844409704208374;161;1651257779.9575133
56;1.75131094455719;162;1651257781.1328251
57;1.458138108253479;166;1651257785.8810174
