;update/loss/vf;Steps;Wall_Time
0;0.18591980636119843;999;1649159410.8006542
1;0.13428981602191925;1999;1649161229.0011268
2;0.0941222757101059;2999;1649163032.1643436
3;0.30829939246177673;3999;1649164691.407228
4;0.22180821001529694;4999;1649166207.062605
5;0.11904136091470718;5999;1649167711.8077552
6;0.20364925265312195;6999;1649169220.5288389
7;0.1041945368051529;7999;1649170920.66977
8;0.09015103429555893;8999;1649172424.0723584
9;0.0979539304971695;9999;1649173933.9824874
10;0.12100019305944443;10999;1649175558.7601724
11;0.09593669325113297;11999;1649177290.7522328
12;0.0796203538775444;12999;1649178952.094606
13;0.08835381269454956;13999;1649180474.9273481
14;0.06801408529281616;14999;1649181987.8577685
15;0.08459216356277466;15999;1649183493.555547
16;0.08209387958049774;16999;1649184997.0725255
17;0.07375779747962952;17999;1649186511.192793
18;0.08703646808862686;18999;1649188024.6671984
19;0.06765159219503403;19999;1649189531.47059
20;0.07966288924217224;20999;1649191034.2819428
21;0.06756489723920822;21999;1649192539.3152623
22;0.05547482892870903;22999;1649194048.1273267
23;0.05539290979504585;23999;1649195555.5850616
24;0.061408571898937225;24999;1649197061.8739715
25;0.0635041818022728;25999;1649198565.36057
26;0.08953554928302765;26999;1649200080.6776752
27;0.07201658189296722;27999;1649201583.677459
28;0.08687768131494522;28999;1649203086.2882917
29;0.08752426505088806;29999;1649204589.8838894
30;0.08313094824552536;30999;1649206095.4418457
31;0.06642419099807739;31999;1649207607.9846492
32;0.06901180744171143;32999;1649209182.8028028
33;0.06592480093240738;33999;1649210696.0186322
34;0.06633756309747696;34999;1649212207.9723728
35;0.06263130903244019;35999;1649213720.3171237
36;0.05726884305477142;36999;1649215229.0523484
37;0.07174529135227203;37999;1649216733.9172542
38;0.08324196189641953;38999;1649218245.6409917
39;0.07015647739171982;39999;1649219752.8812437
40;0.06501787900924683;40999;1649221250.9954576
41;0.0689336284995079;41999;1649222753.8365736
42;0.07220756262540817;42999;1649224266.3902905
43;0.06432939320802689;43999;1649225780.0357049
44;0.06740958243608475;44999;1649227286.5220053
45;0.06590661406517029;45999;1649228787.607796
46;0.07419952005147934;46999;1649230300.9586248
47;0.06406909972429276;47999;1649231813.7006698
48;0.05848396196961403;48999;1649233326.561926
49;0.06190680339932442;49999;1649234836.9281073
50;0.09281736612319946;50999;1649236487.1473787
51;0.054834090173244476;51999;1649238027.4235744
52;0.07326141744852066;52999;1649239530.3325217
53;0.0652439147233963;53999;1649241034.8935752
54;0.055367324501276016;54999;1649242538.5246184
55;0.050650157034397125;55999;1649244044.6006095
56;0.06418024748563766;56999;1649245556.3000596
57;0.06761324405670166;57999;1649247069.7367938
58;0.0616951622068882;58999;1649248581.3028376
59;0.06420572102069855;59999;1649250086.1307383
60;0.05278250575065613;60999;1649251614.6004832
61;0.04938538745045662;61999;1649253127.5461414
62;0.05762514844536781;62999;1649254643.9397945
63;0.06248728558421135;63999;1649256155.7007458
64;0.05525386333465576;64999;1649257664.411257
65;0.04893714189529419;65999;1649259177.448032
66;0.052925243973731995;66999;1649260688.8834317
67;0.04656381160020828;67999;1649262196.3564706
68;0.05123782902956009;68999;1649263711.103498
69;0.06195103004574776;69999;1649265223.6716254
70;0.066983163356781;70999;1649266732.037702
71;0.05422237887978554;71999;1649268240.2121544
72;0.05826162174344063;72999;1649269752.0977366
73;0.05890577286481857;73999;1649271263.5485396
74;0.04917868971824646;74999;1649272764.2852771
75;0.0513121597468853;75999;1649274265.9541223
76;0.055761490017175674;76999;1649275771.2706277
77;0.045299578458070755;77999;1649277276.072165
78;0.0545300655066967;78999;1649278776.7154708
79;0.06782712042331696;79999;1649280281.0191453
80;0.05087197944521904;80999;1649281787.007957
81;0.04786772280931473;81999;1649283301.9664521
82;0.06079789251089096;82999;1649284807.5091968
83;0.03908389061689377;83999;1649286316.5024724
84;0.04595550149679184;84999;1649287821.9437294
85;0.05097206309437752;85999;1649289332.5051217
86;0.04252477362751961;86999;1649290837.2359118
87;0.07849067449569702;87999;1649292343.3450577
88;0.06868399679660797;88999;1649293850.5627902
89;0.05582476034760475;89999;1649295411.3808165
90;0.06998811662197113;90999;1649296915.0267265
91;0.060992464423179626;91999;1649298417.5253592
92;0.07233375310897827;92999;1649299962.3478506
93;0.054373204708099365;93999;1649301691.3224254
94;0.05202684924006462;94999;1649303221.7371755
95;0.05162724852561951;95999;1649304755.7973137
96;0.05394063889980316;96999;1649306263.6402495
97;0.05813731253147125;97999;1649307773.2821748
98;0.056600749492645264;98999;1649309283.3381824
99;0.04884699359536171;99999;1649310791.8607514
100;0.05279526486992836;100999;1649312300.8416052
101;0.05344587191939354;101999;1649313806.604245
102;0.05257329344749451;102999;1649315304.7055864
103;0.05040465295314789;103999;1649316809.1264389
104;0.046323344111442566;104999;1649318315.6952045
105;0.046608176082372665;105999;1649319814.7812018
106;0.04998062178492546;106999;1649321319.5393996
107;0.053677503019571304;107999;1649322833.2801702
108;0.048863571137189865;108999;1649324345.2491863
109;0.05028218775987625;109999;1649325851.330649
110;0.05651519447565079;110999;1649327367.2276657
111;0.044120896607637405;111999;1649328874.2401705
112;0.044753242284059525;112999;1649330379.6608596
113;0.04363584518432617;113999;1649331884.3069932
114;0.0471118725836277;114999;1649333395.809661
