;test/reward;Steps;Wall_Time
0;-10.44841194152832;0;1650758410.231615
1;-10.414273262023926;256000;1650758538.9524174
2;-10.442615509033203;512000;1650758668.3528173
3;-10.394107818603516;768000;1650758797.4240115
4;-10.290557861328125;1024000;1650758926.058396
5;-10.313161849975586;1280000;1650759054.4224343
6;-10.210081100463867;1536000;1650759182.9358492
7;-10.254870414733887;1792000;1650759311.453832
8;-10.179892539978027;2048000;1650759439.8155353
9;-10.125265121459961;2304000;1650759567.955098
10;-10.067949295043945;2560000;1650759696.1746194
11;-9.948800086975098;2816000;1650759823.7820275
12;-9.871651649475098;3072000;1650759951.9656582
13;-9.773096084594727;3328000;1650760080.649266
14;-9.74624252319336;3584000;1650760208.8875206
15;-9.571978569030762;3840000;1650760337.1157355
16;-9.45948314666748;4096000;1650760465.2596278
17;-9.366145133972168;4352000;1650760593.6211
18;-9.256534576416016;4608000;1650760722.1132376
19;-9.173355102539062;4864000;1650760851.370348
20;-8.987773895263672;5120000;1650760980.0169594
21;-8.908899307250977;5376000;1650761107.9159157
22;-8.809207916259766;5632000;1650761236.0792518
23;-8.685004234313965;5888000;1650761364.159596
24;-8.588385581970215;6144000;1650761492.307242
25;-8.425858497619629;6400000;1650761620.7256758
26;-8.38652229309082;6656000;1650761749.2501762
27;-8.27786636352539;6912000;1650761877.661309
28;-8.179146766662598;7168000;1650762005.863786
29;-8.075491905212402;7424000;1650762134.0522337
30;-7.965572357177734;7680000;1650762262.3906164
31;-7.869383335113525;7936000;1650762390.881204
32;-7.737066745758057;8192000;1650762519.087661
33;-7.633029460906982;8448000;1650762647.3009908
34;-7.586532115936279;8704000;1650762775.8491116
35;-7.434467792510986;8960000;1650762904.4736388
36;-7.365630626678467;9216000;1650763033.0929039
37;-7.260274887084961;9472000;1650763161.93573
38;-7.169858455657959;9728000;1650763290.2979171
39;-7.041703701019287;9984000;1650763418.9854174
40;-6.993268013000488;10240000;1650763547.729012
41;-6.912126064300537;10496000;1650763676.2686758
42;-6.803470611572266;10752000;1650763804.8581643
43;-6.713276386260986;11008000;1650763932.7742505
44;-6.6808977127075195;11264000;1650764060.7145092
45;-6.591752529144287;11520000;1650764188.9877
46;-6.474750995635986;11776000;1650764317.083799
47;-6.430852890014648;12032000;1650764444.8903964
48;-6.384593486785889;12288000;1650764573.388571
49;-6.344001293182373;12544000;1650764701.934812
50;-6.2154011726379395;12800000;1650764830.299499
