;test/reward;Steps;Wall_Time
0;-10.528671264648438;0;1651251074.7615764
1;-10.153244018554688;51200;1651251097.3458855
2;-10.436159133911133;102400;1651251119.1813624
3;-10.130617141723633;153600;1651251140.9137137
4;-9.78521728515625;204800;1651251162.785743
5;-9.13457202911377;256000;1651251184.6775918
6;-8.291807174682617;307200;1651251206.5636976
7;-8.2809419631958;358400;1651251228.3393252
8;-7.755329132080078;409600;1651251250.2136798
9;-7.282388687133789;460800;1651251272.589599
10;-6.763419151306152;512000;1651251294.867258
11;-6.499106407165527;563200;1651251316.713171
12;-6.421645164489746;614400;1651251338.7574408
13;-6.276375770568848;665600;1651251360.5815077
14;-6.135551929473877;716800;1651251382.4777331
15;-6.09415864944458;768000;1651251404.8219948
16;-5.821455001831055;819200;1651251426.6475997
17;-5.779078960418701;870400;1651251448.2790768
18;-5.8190155029296875;921600;1651251470.3993077
19;-5.708574295043945;972800;1651251492.2818072
20;-5.634570598602295;1024000;1651251514.2579446
21;-5.807375907897949;1075200;1651251536.2876775
22;-5.830154895782471;1126400;1651251558.228179
23;-5.704467296600342;1177600;1651251580.061139
24;-6.005299091339111;1228800;1651251601.9828308
25;-5.953749656677246;1280000;1651251623.8758345
26;-5.746058940887451;1331200;1651251645.9250972
27;-5.738595008850098;1382400;1651251667.8252435
28;-5.851402759552002;1433600;1651251689.631021
29;-5.778388500213623;1484800;1651251711.4610376
30;-5.85642671585083;1536000;1651251733.748618
31;-5.7945756912231445;1587200;1651251755.8107598
32;-5.879159450531006;1638400;1651251779.1193902
33;-5.954206943511963;1689600;1651251801.501492
34;-6.002229690551758;1740800;1651251823.3283331
35;-6.020321846008301;1792000;1651251845.7117727
36;-6.0997467041015625;1843200;1651251867.879325
37;-5.919040679931641;1894400;1651251890.4687536
