;test/reward;Steps;Wall_Time
0;-8.038588523864746;0;1651055746.7330024
1;-5.0346856117248535;256000;1651055846.5587347
2;-5.153384685516357;512000;1651055946.3494024
3;-5.520838737487793;768000;1651056046.0367
4;-5.499091625213623;1024000;1651056145.0759947
5;-5.192336559295654;1280000;1651056244.0681887
6;-5.00530481338501;1536000;1651056343.4958375
7;-4.870813846588135;1792000;1651056443.2187815
8;-4.860983371734619;2048000;1651056542.7858922
9;-4.854283332824707;2304000;1651056642.6108396
10;-4.461488723754883;2560000;1651056742.5313942
11;-4.493051528930664;2816000;1651056842.1937873
12;-4.450065612792969;3072000;1651056941.3486872
13;-4.627737045288086;3328000;1651057040.3124835
14;-4.658075332641602;3584000;1651057139.330183
15;-4.89060640335083;3840000;1651057238.0375268
16;-5.5054473876953125;4096000;1651057336.6337228
17;-4.843578815460205;4352000;1651057435.5554903
18;-4.668206691741943;4608000;1651057534.5976474
19;-4.532260417938232;4864000;1651057633.9838305
20;-4.3947272300720215;5120000;1651057733.5315523
21;-4.422914505004883;5376000;1651057833.205594
22;-4.484571933746338;5632000;1651057932.8000712
23;-5.953762054443359;5888000;1651058032.8214529
24;-5.063401222229004;6144000;1651058132.0635064
25;-5.346670627593994;6400000;1651058230.834561
26;-5.472773551940918;6656000;1651058330.7795818
27;-5.3063154220581055;6912000;1651058430.5067654
28;-4.903525352478027;7168000;1651058529.8759947
29;-4.535701274871826;7424000;1651058629.2812047
30;-4.495272636413574;7680000;1651058728.1395452
31;-4.455037593841553;7936000;1651058827.2735202
32;-4.428865909576416;8192000;1651058926.796868
33;-4.530396938323975;8448000;1651059026.157801
34;-4.583687782287598;8704000;1651059125.837282
35;-4.477964878082275;8960000;1651059225.7534277
36;-4.516959190368652;9216000;1651059325.4510262
37;-4.470113277435303;9472000;1651059425.2919943
38;-4.458470821380615;9728000;1651059524.724176
39;-4.353224277496338;9984000;1651059624.2796412
40;-4.324864864349365;10240000;1651059723.7774482
41;-4.304221153259277;10496000;1651059823.531102
42;-4.205693244934082;10752000;1651059923.0537252
43;-4.263451099395752;11008000;1651060022.857796
44;-4.259820938110352;11264000;1651060122.3895469
45;-4.199784278869629;11520000;1651060221.9976208
46;-4.226109027862549;11776000;1651060321.234088
47;-4.145458698272705;12032000;1651060420.7024517
48;-4.171386241912842;12288000;1651060520.092597
49;-4.147834777832031;12544000;1651060619.6254258
50;-4.155066013336182;12800000;1651060718.855405
