;test/reward;Steps;Wall_Time
0;-10.393697738647461;0;1651184902.5254986
1;-9.782992362976074;64000;1651185078.3894296
2;-9.452540397644043;128000;1651185262.2323434
3;-10.181848526000977;192000;1651185445.8120143
4;-9.572647094726562;256000;1651185629.8569846
5;-9.168888092041016;320000;1651185813.7649477
6;-9.51266860961914;384000;1651185997.5281749
7;-9.886612892150879;448000;1651186179.639571
8;-9.95262622833252;512000;1651186365.0236998
9;-9.634200096130371;576000;1651186548.7906525
10;-9.563828468322754;640000;1651186729.3209386
11;-9.737310409545898;704000;1651186910.0077975
12;-9.615779876708984;768000;1651187090.5664918
13;-9.719887733459473;832000;1651187271.5305731
14;-9.875345230102539;896000;1651187454.3980439
