;test/reward;Steps;Wall_Time
0;-9.869540214538574;0;1648850523.692662
1;-6.969094276428223;256000;1648850621.24789
2;-6.039919853210449;512000;1648850718.7822406
3;-5.092857837677002;768000;1648850816.3620605
4;-5.494755268096924;1024000;1648850914.0814471
5;-5.73497200012207;1280000;1648851011.6067438
6;-5.407281398773193;1536000;1648851108.9589841
7;-5.988524913787842;1792000;1648851205.8614156
8;-5.716053009033203;2048000;1648851302.7929296
9;-6.019533157348633;2304000;1648851399.6023614
10;-5.70684814453125;2560000;1648851496.5047307
11;-5.274872303009033;2816000;1648851593.4672997
12;-5.50161600112915;3072000;1648851690.5421247
13;-6.088083744049072;3328000;1648851787.595911
14;-5.733443737030029;3584000;1648851884.4796944
15;-5.637833118438721;3840000;1648851981.1102593
16;-5.273550987243652;4096000;1648852077.620267
17;-5.054326057434082;4352000;1648852174.578552
18;-5.030448913574219;4608000;1648852271.8864262
19;-4.967616081237793;4864000;1648852369.3313155
20;-4.9859113693237305;5120000;1648852466.665209
21;-4.947763919830322;5376000;1648852563.883879
22;-4.97213077545166;5632000;1648852661.0801442
23;-4.92932653427124;5888000;1648852758.3788383
24;-4.927807807922363;6144000;1648852855.4920812
25;-4.972068786621094;6400000;1648852952.6659932
26;-5.003204345703125;6656000;1648853050.0372913
27;-5.006804943084717;6912000;1648853147.4161189
28;-5.01845121383667;7168000;1648853244.3683496
29;-4.998716354370117;7424000;1648853340.9040303
30;-4.964940547943115;7680000;1648853437.3006678
31;-4.912007808685303;7936000;1648853533.8778276
32;-4.908285140991211;8192000;1648853630.4879494
33;-4.8844170570373535;8448000;1648853726.8780673
34;-4.890041351318359;8704000;1648853823.4048803
35;-4.888189792633057;8960000;1648853920.090423
36;-4.875225067138672;9216000;1648854016.678591
37;-4.842191696166992;9472000;1648854112.9513547
38;-4.84381628036499;9728000;1648854209.763663
39;-4.846381664276123;9984000;1648854306.9299035
40;-4.822134971618652;10240000;1648854404.004516
41;-4.824160099029541;10496000;1648854500.9348462
42;-4.823962688446045;10752000;1648854598.0249095
43;-4.82221794128418;11008000;1648854695.057414
44;-4.819595813751221;11264000;1648854792.0633469
45;-4.8186116218566895;11520000;1648854889.087983
46;-4.855360984802246;11776000;1648854986.412485
47;-4.810676574707031;12032000;1648855083.4773197
48;-4.81941032409668;12288000;1648855180.6343205
49;-4.812848091125488;12544000;1648855277.6549964
50;-4.8213887214660645;12800000;1648855374.859569
